source_port,target_port,transition_count,unique_vessels
141,147,26,8
147,141,26,7
52,1,24,7
78,123,23,4
20,1,22,5
1,20,22,4
123,78,22,4
1,52,21,6
1,91,17,4
91,1,16,4
1,68,15,3
78,65,15,3
68,1,14,3
188,206,14,1
65,78,14,3
206,188,13,1
1,277,12,2
277,1,12,2
52,141,11,6
9,266,10,1
266,9,10,1
82,92,9,1
209,82,9,1
52,231,9,2
51,141,9,5
231,52,9,2
271,1,9,2
9,67,9,3
92,82,9,1
82,209,9,1
141,51,9,5
168,19,9,1
79,293,9,2
1,25,8,3
59,100,8,1
19,168,8,1
15,51,8,2
25,1,8,3
51,15,8,2
51,52,8,4
52,51,8,4
30,51,8,2
1,271,8,2
100,59,8,1
3,173,8,3
134,109,8,1
109,134,8,1
173,3,8,4
67,9,8,2
293,79,8,2
57,88,7,2
78,79,7,1
9,51,7,3
79,78,7,1
82,102,7,1
1,3,7,3
141,52,7,5
102,82,7,1
141,10,7,3
45,88,7,1
51,30,7,1
52,9,7,3
25,239,7,1
1,47,7,2
3,20,7,2
239,25,7,1
1,165,6,1
1,198,6,2
19,220,6,2
10,141,6,3
141,36,6,2
93,91,6,1
9,52,6,4
99,207,6,1
222,171,6,1
17,61,6,2
114,17,6,1
113,78,6,1
198,1,6,2
78,113,6,1
171,5,6,1
79,10,6,1
88,45,6,1
147,231,6,1
10,79,6,1
91,93,6,1
88,86,6,1
61,17,6,2
1,57,5,2
142,34,5,1
19,161,5,1
1,213,5,1
7,200,5,1
19,62,5,2
138,1,5,2
167,78,5,1
165,1,5,1
161,19,5,1
107,159,5,1
159,107,5,1
118,1,5,1
159,58,5,2
15,25,5,1
220,19,5,2
86,88,5,1
88,156,5,2
17,114,5,1
116,141,5,2
113,191,5,1
141,61,5,3
171,99,5,3
88,57,5,1
78,167,5,1
78,293,5,1
57,156,5,3
58,159,5,2
62,19,5,2
61,141,5,2
25,15,5,1
25,217,5,1
213,1,5,1
207,99,5,1
233,1,5,1
182,213,5,1
231,147,5,1
57,121,5,1
40,33,5,1
51,9,5,3
186,141,5,1
44,30,5,1
191,113,5,1
197,135,5,1
200,7,5,1
47,1,5,2
33,40,5,1
34,142,5,1
293,78,5,1
156,57,5,2
5,171,5,1
1,233,5,1
242,292,5,1
255,7,5,1
156,222,4,1
156,9,4,1
1,138,4,1
292,242,4,1
3,1,4,3
43,19,4,1
30,173,4,1
289,122,4,1
40,219,4,1
40,105,4,1
40,61,4,1
50,78,4,1
47,91,4,1
47,3,4,2
61,36,4,2
36,141,4,2
9,156,4,1
234,91,4,2
30,44,4,1
25,163,4,2
38,182,4,1
9,175,4,1
10,123,4,1
175,9,4,1
57,99,4,1
66,22,4,1
57,1,4,2
57,9,4,1
68,70,4,1
173,1,4,2
173,9,4,1
61,40,4,1
70,68,4,1
69,15,4,1
277,272,4,1
7,255,4,1
141,186,4,1
1,187,4,2
1,66,4,1
18,260,4,1
82,255,4,1
9,30,4,1
9,57,4,1
82,116,4,1
112,147,4,1
105,40,4,1
91,47,4,1
91,30,4,1
164,230,4,1
99,57,4,1
20,3,4,1
219,40,4,1
213,182,4,1
22,66,4,1
217,25,4,1
171,156,4,1
230,42,4,1
17,208,4,1
15,69,4,1
116,82,4,1
121,57,4,1
122,289,4,1
123,10,4,1
135,197,4,1
147,97,4,2
147,112,4,1
210,78,3,1
175,185,3,1
9,171,3,2
10,36,3,1
30,91,3,1
231,9,3,2
141,44,3,1
136,247,3,1
224,10,3,2
157,79,3,1
223,141,3,1
