MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
11,11_0,0,0,-90.96784,27.29228,0.005
11,11_0,1,4,-90.96786,27.29227,0.005
12,12_0,0,0,-90.13396,29.55863,0.005
12,12_0,1,7,-90.12947,29.54241,0.005
12,12_0,2,11,-90.13383,29.55708,0.005
18,18_0,0,0,-97.23631,27.85054,0.005
18,18_0,1,31,-97.2363,27.85056,0.005
737255,737255_0,0,0,-80.18391,26.08582,0.005
737255,737255_0,1,12,-80.18391,26.08583,0.005
1056261,1056261_0,0,0,-80.14815,26.11822,0.005
1056261,1056261_0,1,68,-80.14817,26.11821,0.005
1193046,1193046_0,0,0,-90.71333,29.55923,0.005
1193046,1193046_0,1,33,-90.71333,29.55923,0.005
3660489,3660489_0,0,0,-89.9243,27.3702,0.005
3660489,3660489_0,1,17,-89.92428,27.37022,0.005
3660503,3660503_0,0,0,-90.64797,27.79525,0.005
3660503,3660503_0,1,22,-90.64792,27.79527,0.005
3660512,3660512_0,0,0,-94.89835,26.12938,0.005
3660512,3660512_0,1,5,-94.89834,26.12937,0.005
3660524,3660524_0,0,0,-89.23912,28.15979,0.005
3660524,3660524_0,1,18,-89.239,28.15979,0.005
3791472,3791472_0,0,0,-92.04053,26.1321,0.005
3791472,3791472_0,1,4,-92.04052,26.13215,0.005
12345678,12345678_0,0,0,-90.5406,30.05202,0.005
12345678,12345678_0,1,60,-90.54059,30.05203,0.005
121776489,121776489_0,0,0,-97.01388,28.01736,0.005
121776489,121776489_0,1,1,-97.00451,28.02913,0.005
121776489,121776489_0,2,2,-97.03186,28.05931,0.005
121776489,121776489_0,3,3,-97.01681,28.05747,0.005
121776489,121776489_0,4,4,-97.06149,27.83921,0.005
121776489,121776489_0,5,6,-97.05606,27.91902,0.005
121776489,121776489_0,6,7,-97.04859,27.89199,0.005
121776489,121776489_0,7,8,-97.03171,27.99775,0.005
123456789,123456789_0,0,0,-88.58018,30.34878,0.005
123456789,123456789_0,1,10,-80.11864,26.1,0.005
123456789,123456789_0,2,34,-88.58017,30.34879,0.005
155017179,155017179_0,0,0,-80.2304,25.73066,0.005
155017179,155017179_0,1,37,-80.2304,25.73066,0.005
200000000,200000000_0,0,0,-90.53181,29.55385,0.005
200000000,200000000_0,1,55,-90.53181,29.55386,0.005
205670000,205670000_0,0,0,-79.8549,24.49008,0.005
205670000,205670000_0,1,7,-79.65068,24.58882,0.005
205670000,205670000_0,2,8,-79.90988,24.4634,0.005
205670000,205670000_0,3,11,-79.85804,24.48871,0.005
207832820,207832820_0,0,0,-80.14134,25.77177,0.005
207832820,207832820_0,1,20,-80.15478,25.77973,0.005
207832820,207832820_0,2,40,-80.14134,25.77177,0.005
209017000,209017000_0,0,0,-89.43147,28.90221,0.005
209017000,209017000_0,1,3,-89.44018,28.86714,0.005
209017000,209017000_0,2,4,-89.43691,28.81409,0.005
209017000,209017000_0,3,5,-89.43137,28.87906,0.005
209017000,209017000_0,4,6,-89.41278,28.92821,0.005
209017000,209017000_0,5,7,-89.43083,28.90578,0.005
209017000,209017000_0,6,8,-90.43995,29.99735,0.005
209017000,209017000_0,7,12,-89.40112,28.74721,0.005
209017000,209017000_0,8,14,-89.43393,28.79999,0.005
209017000,209017000_0,9,18,-89.41252,28.76273,0.005
209017000,209017000_0,10,22,-90.43994,29.9975,0.005
209017000,209017000_0,11,25,-90.58453,30.05341,0.005
209017000,209017000_0,12,30,-89.39011,28.73282,0.005
209017000,209017000_0,13,34,-89.32571,28.65076,0.005
209017000,209017000_0,14,35,-89.31932,29.04505,0.005
209017000,209017000_0,15,36,-89.28102,29.08965,0.005
209017000,209017000_0,16,39,-90.58451,30.05342,0.005
209017000,209017000_0,17,40,-89.38822,28.96333,0.005
209017000,209017000_0,18,41,-89.40787,28.93536,0.005
209017000,209017000_0,19,42,-89.3968,28.95217,0.005
209087000,209087000_0,0,0,-89.43207,28.86742,0.005
209087000,209087000_0,1,2,-89.51124,28.74385,0.005
209087000,209087000_0,2,5,-89.57191,28.67986,0.005
209087000,209087000_0,3,6,-93.29636,28.48047,0.005
209087000,209087000_0,4,13,-93.4128,28.55066,0.005
209087000,209087000_0,5,14,-90.1085,29.91156,0.005
209087000,209087000_0,6,15,-89.43207,28.86742,0.005
209087000,209087000_0,7,16,-90.10853,29.91156,0.005
209087000,209087000_0,8,17,-93.51694,28.61853,0.005
209087000,209087000_0,9,27,-95.00455,29.61273,0.005
209087000,209087000_0,10,30,-93.46211,28.5824,0.005
209087000,209087000_0,11,32,-93.4936,28.60312,0.005
209182000,209182000_0,0,0,-89.412,29.34821,0.005
209182000,209182000_0,1,1,-89.43472,29.35942,0.005
209182000,209182000_0,2,3,-89.49287,29.34905,0.005
209182000,209182000_0,3,7,-89.57042,29.37682,0.005
209182000,209182000_0,4,9,-89.60171,29.40482,0.005
209182000,209182000_0,5,12,-89.60229,29.43134,0.005
209182000,209182000_0,6,13,-89.61495,29.4549,0.005
209182000,209182000_0,7,15,-89.77347,29.5518,0.005
209182000,209182000_0,8,16,-89.39527,29.33386,0.005
209182000,209182000_0,9,17,-94.40997,28.16242,0.005
209182000,209182000_0,10,18,-94.40875,28.08984,0.005
209182000,209182000_0,11,22,-95.16631,29.74892,0.005
209182000,209182000_0,12,23,-89.77336,29.55185,0.005
209182000,209182000_0,13,25,-89.70813,29.50975,0.005
209182000,209182000_0,14,27,-89.68893,29.48132,0.005
209182000,209182000_0,15,28,-89.89398,29.61785,0.005
209182000,209182000_0,16,29,-89.7734,29.55183,0.005
209182000,209182000_0,17,30,-89.66019,29.46316,0.005
209182000,209182000_0,18,31,-89.64168,29.45845,0.005
209182000,209182000_0,19,32,-95.16635,29.74889,0.005
209182000,209182000_0,20,35,-89.36011,29.29307,0.005
209182000,209182000_0,21,36,-89.3495,29.27812,0.005
209182000,209182000_0,22,37,-89.37778,29.31279,0.005
209182000,209182000_0,23,38,-95.16637,29.7489,0.005
209182000,209182000_0,24,39,-89.34149,29.26878,0.005
209182000,209182000_0,25,40,-89.65262,29.4606,0.005
209316000,209316000_0,0,0,-89.73484,29.52728,0.005
209316000,209316000_0,1,1,-89.72836,29.52377,0.005
209316000,209316000_0,2,7,-89.86593,29.60698,0.005
209316000,209316000_0,3,10,-89.83848,29.60035,0.005
209316000,209316000_0,4,15,-89.74766,29.53329,0.005
209316000,209316000_0,5,25,-89.86475,29.60816,0.005
209316000,209316000_0,6,39,-89.3654,29.29692,0.005
209316000,209316000_0,7,40,-87.03852,24.63665,0.005
209316000,209316000_0,8,41,-89.36767,29.2995,0.005
209513000,209513000_0,0,0,-82.42715,27.91512,0.005
209513000,209513000_0,1,1,-82.44728,27.92234,0.005
209513000,209513000_0,2,6,-82.42865,27.92401,0.005
209513000,209513000_0,3,9,-82.44208,27.95426,0.005
209513000,209513000_0,4,11,-82.44738,27.92832,0.005
209513000,209513000_0,5,14,-82.43997,27.90784,0.005
209513000,209513000_0,6,15,-82.4282,27.91056,0.005
209513000,209513000_0,7,16,-81.85114,24.33231,0.005
209513000,209513000_0,8,17,-80.12005,26.09401,0.005
209513000,209513000_0,9,25,-82.44208,27.95362,0.005
209513000,209513000_0,10,26,-82.42864,27.92403,0.005
209513000,209513000_0,11,34,-82.01882,24.3239,0.005
209513000,209513000_0,12,35,-82.42865,27.92402,0.005
209513000,209513000_0,13,36,-81.93055,24.32905,0.005
209513000,209513000_0,14,38,-82.42863,27.92404,0.005
209513000,209513000_0,15,41,-82.44311,27.94585,0.005
209513000,209513000_0,16,43,-82.42863,27.92401,0.005
209532000,209532000_0,0,0,-89.35503,29.2856,0.005
209532000,209532000_0,1,2,-89.42542,29.35627,0.005
209532000,209532000_0,2,3,-89.44584,29.36259,0.005
209532000,209532000_0,3,4,-89.53317,29.36232,0.005
209532000,209532000_0,4,8,-89.57269,29.3763,0.005
209532000,209532000_0,5,9,-89.52447,29.36052,0.005
209532000,209532000_0,6,10,-89.45213,29.36231,0.005
209532000,209532000_0,7,11,-89.58586,29.38444,0.005
209532000,209532000_0,8,12,-89.44263,29.36187,0.005
209532000,209532000_0,9,14,-90.50593,30.05333,0.005
209587000,209587000_0,0,0,-94.81575,29.30687,0.005
209587000,209587000_0,1,14,-94.62605,29.1125,0.005
