source_port,target_port,transition_count,unique_vessels
1056,124,8,8
1293,0,6,2
453,17,6,6
406,3,6,6
78,289,6,6
124,120,6,6
11,436,5,4
47,1386,5,5
13,384,5,5
135,364,5,5
55,170,5,5
1628,510,5,5
0,1293,5,2
317,425,4,4
11,98,4,1
11,144,4,4
927,1628,4,4
31,356,4,4
72,1638,4,4
23,2,4,4
28,1241,4,1
20,109,3,3
356,31,3,3
317,11,3,3
442,13,3,3
621,1095,3,3
510,467,3,3
467,510,3,3
1122,20,3,3
11,180,3,3
1760,2,3,1
384,13,3,3
241,254,3,3
18,108,3,3
17,459,3,3
267,104,3,3
25,131,3,3
98,22,3,2
104,267,3,3
109,467,3,3
162,28,3,3
208,1620,3,3
205,91,3,3
180,11,3,3
69,319,3,3
63,13,3,3
80,11,3,3
1739,212,3,2
1698,289,3,3
2,23,3,3
0,328,3,3
0,116,3,3
2,251,2,2
3,836,2,2
2,1760,2,1
2,1750,2,1
1559,11,2,2
1620,208,2,2
1628,927,2,2
1522,76,2,2
35,505,2,2
42,511,2,2
22,98,2,2
80,625,2,2
55,648,2,2
58,111,2,2
69,416,2,2
52,487,2,2
91,205,2,2
22,93,2,1
26,1528,2,1
22,1174,2,2
27,55,2,2
93,22,2,1
170,927,2,2
156,863,2,2
131,25,2,2
139,77,2,2
109,20,2,2
116,1109,2,2
120,124,2,2
119,99,2,2
117,49,2,2
98,11,2,1
251,2,2,2
213,94,2,2
17,453,2,2
13,442,2,2
158,762,2,2
159,588,2,1
261,889,2,2
254,241,2,2
15,17,2,1
267,11,2,2
15,637,2,2
17,15,2,1
570,1264,2,2
582,759,2,1
615,26,2,2
566,140,2,2
459,17,2,2
467,109,2,2
469,887,2,2
505,35,2,2
422,175,2,2
416,69,2,2
406,228,2,2
425,317,2,2
381,23,2,2
384,152,2,2
406,487,2,2
356,1248,2,2
318,528,2,2
328,951,2,2
289,1698,2,2
276,1117,2,1
1158,139,2,2
1277,240,2,2
621,511,2,2
625,80,2,2
889,318,2,2
1100,180,2,2
1084,46,2,2
11,9,2,2
650,282,2,2
963,137,2,2
98,2,1,1
29,1065,1,1
63,1059,1,1
70,147,1,1
76,1522,1,1
88,24,1,1
49,599,1,1
49,741,1,1
49,117,1,1
55,165,1,1
3,52,1,1
1,18,1,1
100,11,1,1
102,105,1,1
107,11,1,1
104,681,1,1
116,0,1,1
99,119,1,1
104,348,1,1
104,11,1,1
98,141,1,1
98,104,1,1
170,55,1,1
147,70,1,1
28,162,1,1
27,274,1,1
27,0,1,1
22,750,1,1
24,1503,1,1
25,215,1,1
20,1122,1,1
55,27,1,1
52,406,1,1
50,61,1,1
1500,820,1,1
1535,1823,1,1
1478,313,1,1
1750,2,1,1
49,13,1,1
46,425,1,1
36,390,1,1
35,484,1,1
1750,1760,1,1
33,1045,1,1
1418,1435,1,1
1394,429,1,1
1465,105,1,1
1435,1418,1,1
2,98,1,1
1,297,1,1
0,863,1,1
0,27,1,1
0,281,1,1
0,90,1,1
269,11,1,1
20,0,1,1
19,28,1,1
18,1,1,1
15,466,1,1
11,1559,1,1
13,49,1,1
11,1822,1,1
199,652,1,1
197,1109,1,1
208,88,1,1
202,11,1,1
209,529,1,1
227,58,1,1
227,82,1,1
229,94,1,1
186,70,1,1
178,11,1,1
197,472,1,1
187,140,1,1
176,605,1,1
174,524,1,1
130,11,1,1
120,357,1,1
146,472,1,1
144,11,1,1
141,68,1,1
130,1635,1,1
152,384,1,1
149,93,1,1
317,436,1,1
283,511,1,1
436,11,1,1
425,46,1,1
413,252,1,1
357,120,1,1
364,650,1,1
381,1638,1,1
389,1125,1,1
392,1593,1,1
483,883,1,1
487,52,1,1
487,406,1,1
487,570,1,1
443,17,1,1
438,1238,1,1
472,715,1,1
436,80,1,1
521,522,1,1
521,11,1,1
510,1628,1,1
510,927,1,1
538,1391,1,1
522,11,1,1
316,425,1,1
364,135,1,1
348,104,1,1
328,0,1,1
318,889,1,1
325,19,1,1
317,80,1,1
282,615,1,1
281,27,1,1
274,55,1,1
619,11,1,1
615,282,1,1
605,176,1,1
603,1620,1,1
588,11,1,1
570,52,1,1
570,487,1,1
570,1122,1,1
528,208,1,1
536,1946,1,1
652,199,1,1
703,1435,1,1
622,55,1,1
671,899,1,1
694,316,1,1
621,283,1,1
791,22,1,1
789,15,1,1
759,582,1,1
741,49,1,1
800,883,1,1
820,521,1,1
820,522,1,1
820,1500,1,1
887,469,1,1
838,759,1,1
836,1256,1,1
836,3,1,1
932,789,1,1
648,55,1,1
648,165,1,1
652,19,1,1
1056,11,1,1
903,1233,1,1
927,510,1,1
1125,99,1,1
11,80,1,1
11,159,1,1
11,178,1,1
1109,197,1,1
11,202,1,1
11,240,1,1
11,317,1,1
11,267,1,1
11,521,1,1
11,522,1,1
11,619,1,1
3,1095,1,1
1126,1401,1,1
1174,22,1,1
1233,903,1,1
1181,1490,1,1
1248,356,1,1
1256,1095,1,1
1262,78,1,1
1248,31,1,1
1264,570,1,1
1305,281,1,1
1316,899,1,1
1336,228,1,1
1386,47,1,1
0,20,1,1
1823,677,1,1
1946,536,1,1
