port_id,lat,lon,area_deg2,stationary_points
158,28.893364594424472,-89.32987339669504,8.817099999977619e-06,17
8,26.099684449306263,-80.11668528809942,0.0006463397499999968,1427
30,29.76686905682289,-95.09194292299635,0.001735177449999944,1347
201,29.74111604780436,-95.28257495281873,4.643440000003988e-05,125
296,26.092735169273286,-80.17347362441359,9.383495000001151e-05,940
60,29.683204774415618,-91.15509907098453,9.153004999998946e-05,183
146,30.278986393010936,-91.16016405810207,3.7595899999968325e-05,24
46,26.772268985215575,-80.04689994416992,0.00018661090000001354,395
534,30.19529535612536,-91.02018403418803,2.9249999998939965e-08,14
104,29.58349068761943,-89.81783340184077,7.989399999981955e-06,63
12,29.94082341478312,-90.00293530145572,0.00021001894999999126,302
298,27.82361152145029,-97.48368971280985,0.00012526019999999676,233
529,29.75627775677354,-88.28790065846336,1.28809999999811e-06,11
249,29.819439654107477,-93.98236435556927,1.6189999998957142e-07,15
184,26.13435301517689,-80.11485835550944,5.874939999999967e-05,163
57,29.8219382344748,-92.13253452844971,1.531649999993383e-06,110
156,27.82092405110551,-97.20053969959832,5.538085000004854e-05,203
119,29.68229152428557,-95.00051973659512,6.733044999996225e-05,182
243,27.822237660984854,-97.0208103503788,1.7599999998187798e-08,4
85,29.780760256184355,-90.02167918173915,2.003375000003708e-05,102
250,29.408350131420995,-93.62425061736776,0.00019953180000009817,60
66,29.73825876951081,-95.20221489409381,9.609524999999436e-05,201
168,27.813905341461414,-97.40816286136594,7.618039999998904e-05,351
94,26.703344738432968,-80.0456185273556,9.869999999939251e-07,295
98,29.958395094688555,-90.03678866794671,3.7706949999960996e-05,110
37,30.04948742009977,-90.57201637778306,0.0003754505000000028,459
75,26.06022254256945,-80.1338798654212,1.2129200000021592e-05,519
24,27.938218661804857,-82.44249854010411,0.0002582509499998835,375
13,28.41158668772032,-80.61767395834131,0.00013582760000002255,169
145,30.668887061301366,-88.03521150947779,0.0002434056999999565,324
235,29.67380379965457,-89.96382168681635,2.894999999874951e-08,30
353,30.05987040866902,-93.36001951637691,2.415035000000021e-05,69
64,29.92350707208522,-89.95411654669181,0.0003214743499999447,201
291,30.36594458584719,-88.56544544884193,1.4610750000006096e-05,121
147,27.822967848324243,-97.43574455580692,1.909379999998344e-05,173
113,29.964974598277752,-90.2667167648845,0.00033455225000000703,362
21,29.133059528595926,-90.20715152598781,0.000875079399999991,1755
166,29.911590361838062,-89.91778075869271,2.713000000026576e-07,42
38,29.90117852257891,-90.08090998238413,2.6680500000190195e-06,162
272,29.60692452332371,-89.8601295187574,1.2154299999997364e-05,104
238,30.357832916666666,-88.50587666666667,7.999999997973192e-10,31
203,29.692249685995627,-89.97307572386968,1.2332099999981716e-05,56
374,29.24871333333333,-94.6761,8.649999999718095e-09,7
16,29.31671227825164,-94.7935657310237,0.0004955036500000221,849
459,29.942027797487068,-90.31003328898743,2.2549999999447248e-08,45
188,29.611097513393712,-95.01606590806391,0.00011395269999996006,199
536,30.337283015873016,-91.14251793650794,2.099999999787707e-09,9
360,25.312365674509188,-80.28023539678263,3.525649999981957e-06,200
125,30.016103762245315,-93.98652946206224,0.0003552737499999971,450
89,28.942263561963497,-95.32429506586837,0.00042711700000009776,504
100,30.071223714902807,-88.06299845212384,2.3149999997785335e-08,10
61,29.548549258523707,-89.77094264671115,1.0573500000100917e-06,9
25,30.073710886587296,-90.90317142496528,0.00011624330000005745,115
242,29.77924673320412,-92.18069149356724,1.862610000002379e-05,54
73,29.994089817334174,-90.42622996231525,0.00015743320000002008,207
428,27.622115456475584,-83.0247710403397,1.570000000092513e-08,6
269,30.429966901182077,-91.19886840241898,0.0001258474499998908,241
174,30.082795609405267,-88.03448167793336,1.2536950000001483e-05,17
286,29.860876513761465,-93.93864502446483,5.449999999253396e-08,19
124,26.717126756435892,-80.04700070816219,1.6130250000047224e-05,385
232,29.234322512013335,-90.21150291525005,6.3089499999903675e-06,207
444,27.84327503746214,-97.52419013231308,2.0910000000171835e-07,11
129,29.37582136843089,-94.86900450626298,4.280450000001154e-06,47
77,30.034663742470652,-94.03952853969673,4.833584999995344e-05,90
256,29.836926775305425,-89.99388485774288,9.9994999999781e-06,77
241,29.9602203695346,-90.38628043473602,0.0008174516500001539,328
122,29.688655472414087,-91.19911695318498,3.9089999999106146e-07,73
423,29.822421666666663,-93.95594833333334,2.0000000005591116e-10,6
