source_port,target_port,transition_count,unique_vessels
163,24,349,95
24,163,342,97
154,0,76,21
0,154,71,21
140,154,70,16
154,140,70,16
2,102,63,16
102,2,61,16
163,31,59,17
31,163,56,16
163,12,51,10
12,163,50,10
60,21,44,9
24,31,43,15
31,24,43,12
163,56,42,17
56,163,41,16
21,60,41,9
22,3,36,9
3,22,34,11
83,25,33,7
70,21,32,12
25,83,32,7
21,70,30,12
72,186,25,8
186,72,24,8
56,89,24,7
163,17,24,7
102,87,23,6
149,31,23,5
56,24,23,6
89,56,23,7
90,244,22,5
17,163,22,7
8,56,22,4
87,102,21,6
56,25,21,5
244,90,21,5
31,149,21,5
31,210,21,10
24,56,20,6
56,8,20,4
24,17,19,4
25,56,19,5
38,211,18,6
56,31,18,7
99,21,18,5
211,38,18,6
17,24,18,3
102,75,18,6
51,70,17,7
210,31,17,7
31,56,17,7
120,31,17,8
63,154,16,2
31,120,16,6
103,106,16,2
21,99,16,5
154,63,16,2
2,75,16,3
93,7,15,4
75,2,15,3
12,24,15,5
106,103,15,2
210,24,15,3
24,210,15,3
75,102,15,5
70,51,15,6
17,56,15,3
12,56,15,2
137,261,15,4
37,102,14,3
186,31,14,5
35,75,14,6
186,56,14,4
102,30,14,3
21,22,14,7
56,186,14,5
75,35,13,5
72,56,13,3
102,37,13,2
7,93,13,4
25,163,13,2
56,12,13,2
56,17,13,3
18,20,13,2
261,137,13,4
56,72,12,3
163,149,12,4
70,49,12,4
152,78,12,1
30,102,12,3
24,12,12,4
210,120,12,3
79,272,12,2
78,152,12,1
19,81,12,2
20,18,12,2
81,19,12,2
22,70,12,7
102,35,12,4
75,154,11,4
291,248,11,2
292,256,11,1
5,21,11,6
149,163,11,4
31,186,11,5
163,25,11,2
154,75,11,3
5,51,11,3
256,292,11,1
245,111,11,1
272,79,11,2
22,21,11,6
220,0,10,3
137,185,10,2
56,198,10,2
302,56,10,1
198,56,10,2
204,211,10,1
28,20,10,4
75,90,10,5
20,28,10,4
21,5,10,5
111,245,10,1
248,291,10,2
35,102,10,4
120,210,10,3
62,71,10,2
55,56,10,2
46,131,10,2
126,258,9,2
56,302,9,1
56,55,9,2
173,19,9,2
185,137,9,2
177,254,9,1
156,51,9,1
154,220,9,1
131,46,9,2
38,19,9,2
35,2,9,2
211,204,9,1
206,61,9,2
90,75,9,4
107,90,9,2
19,173,9,2
17,12,9,2
12,17,9,2
81,158,9,3
61,206,9,2
113,17,9,2
71,62,9,2
124,5,9,4
43,22,9,4
158,81,9,3
51,156,8,1
3,158,8,3
237,186,8,1
52,7,8,2
51,209,8,4
51,5,8,3
114,112,8,1
70,22,8,5
90,30,8,1
21,51,8,4
244,58,8,2
258,126,8,2
254,177,8,1
191,270,8,2
74,5,8,5
22,217,8,4
220,154,8,1
17,113,8,2
217,22,7,4
19,38,7,2
0,140,7,2
270,191,7,2
7,52,7,2
5,124,7,2
90,107,7,2
228,170,7,1
24,186,7,2
22,43,7,4
24,120,7,4
75,37,7,2
106,294,7,1
70,166,7,2
74,59,7,3
30,90,7,1
315,163,7,1
294,106,7,1
298,268,7,1
3,70,7,4
2,35,7,2
0,220,7,2
148,81,7,1
51,21,7,4
140,0,7,2
58,244,7,2
163,315,7,1
186,24,7,2
37,75,7,2
49,70,7,2
170,228,7,1
158,22,7,2
166,70,7,3
186,120,7,1
105,52,7,3
186,237,7,1
268,5,6,2
268,156,6,1
10,139,6,1
268,298,6,1
5,74,6,4
81,173,6,1
270,167,6,1
260,158,6,1
14,163,6,1
81,148,6,1
19,43,6,1
21,3,6,3
112,114,6,1
71,122,6,1
209,51,6,2
24,149,6,2
197,25,6,1
75,169,6,3
210,163,6,2
21,118,6,3
92,39,6,2
10,79,6,1
115,241,6,1
118,21,6,3
31,7,6,1
171,282,6,1
122,71,6,1
70,3,6,3
43,148,6,1
158,56,6,2
120,186,6,1
167,270,6,1
59,74,6,2
156,268,6,1
163,14,6,1
56,158,6,2
154,68,6,1
52,105,6,3
149,24,6,2
158,3,6,2
148,43,6,1
0,97,6,2
90,58,6,1
3,178,6,2
282,171,5,1
278,247,5,1
139,10,5,1
53,163,5,3
56,1,5,1
91,114,5,1
97,0,5,2
86,8,5,1
158,260,5,1
49,166,5,1
137,275,5,3
58,90,5,1
158,116,5,1
58,37,5,1
56,180,5,1
158,211,5,2
51,74,5,2
173,81,5,1
39,92,5,1
163,53,5,2
43,19,5,1
169,75,5,2
36,327,5,3
68,154,5,1
163,186,5,4
25,197,5,1
180,56,5,1
116,273,5,1
116,158,5,1
124,268,5,2
59,5,5,2
120,24,5,3
120,56,5,2
