MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
36968098,36968098_0,0,0,-84.33874,46.5007,0.002
36968098,36968098_0,1,40,-84.33874,46.5007,0.002
67649790,67649790_0,0,0,-87.54007,41.72427,0.002
67649790,67649790_0,1,61,-87.54011,41.72429,0.002
244283000,244283000_0,0,0,-82.80388,42.42959,0.002
244283000,244283000_0,1,2,-82.41226,43.74464,0.002
244283000,244283000_0,2,3,-82.81248,42.42388,0.002
244283000,244283000_0,3,4,-82.41224,43.70734,0.002
244283000,244283000_0,4,5,-82.41235,43.67193,0.002
244283000,244283000_0,5,6,-83.10921,42.2606,0.002
244283000,244283000_0,6,7,-83.84347,43.62091,0.002
244283000,244283000_0,7,8,-82.80815,42.42675,0.002
244283000,244283000_0,8,10,-83.84347,43.62089,0.002
244283000,244283000_0,9,22,-83.63005,43.98984,0.002
244283000,244283000_0,10,23,-83.10921,42.26058,0.002
244283000,244283000_0,11,26,-83.84346,43.6209,0.002
303457000,303457000_0,0,0,-83.07169,42.31326,0.002
303457000,303457000_0,1,1,-83.13467,42.19047,0.002
303457000,303457000_0,2,2,-83.13053,42.22898,0.002
303457000,303457000_0,3,3,-83.09967,42.28574,0.002
303457000,303457000_0,4,7,-84.67272,46.61847,0.002
303457000,303457000_0,5,17,-84.63439,46.52561,0.002
303457000,303457000_0,6,18,-84.62328,46.51235,0.002
303457000,303457000_0,7,19,-84.55667,46.45992,0.002
303457000,303457000_0,8,20,-82.75897,42.45913,0.002
303457000,303457000_0,9,26,-82.89863,42.36598,0.002
303457000,303457000_0,10,29,-82.94015,42.35175,0.002
303457000,303457000_0,11,30,-82.97228,42.3339,0.002
303457000,303457000_0,12,31,-83.02123,42.32814,0.002
303457000,303457000_0,13,32,-84.67123,46.61905,0.002
303457000,303457000_0,14,36,-83.09553,42.29174,0.002
303457000,303457000_0,15,37,-83.77781,45.49146,0.002
303457000,303457000_0,16,38,-84.74157,46.59702,0.002
303457000,303457000_0,17,39,-84.76114,46.61193,0.002
303457000,303457000_0,18,41,-84.8735,46.7258,0.002
303457000,303457000_0,19,42,-84.6634,46.59069,0.002
303457000,303457000_0,20,45,-84.65126,46.56002,0.002
303457000,303457000_0,21,47,-87.3718,46.57106,0.002
303457000,303457000_0,22,55,-84.67124,46.61897,0.002
303457000,303457000_0,23,59,-84.675,46.61701,0.002
303583000,303583000_0,0,0,-84.47016,45.64956,0.002
303583000,303583000_0,1,4,-83.65343,45.45616,0.002
303583000,303583000_0,2,5,-83.4945,45.39893,0.002
303583000,303583000_0,3,11,-84.07777,45.6102,0.002
303583000,303583000_0,4,15,-83.97947,45.5742,0.002
303583000,303583000_0,5,16,-82.42089,42.95705,0.002
303583000,303583000_0,6,18,-83.17634,45.16704,0.002
303583000,303583000_0,7,19,-83.18671,45.1749,0.002
303583000,303583000_0,8,20,-83.97075,45.57093,0.002
303583000,303583000_0,9,21,-83.95146,45.56386,0.002
303583000,303583000_0,10,23,-86.16391,45.77349,0.002
303583000,303583000_0,11,24,-83.28899,45.25158,0.002
303583000,303583000_0,12,25,-83.23484,45.21159,0.002
303583000,303583000_0,13,26,-83.67969,45.46566,0.002
303583000,303583000_0,14,33,-83.93762,45.55873,0.002
