source_port,target_port,transition_count,unique_vessels
31,53,338,95
53,31,334,98
32,42,70,18
42,32,69,18
16,148,64,15
148,16,64,15
16,118,58,16
118,16,57,16
13,53,45,9
85,53,43,12
53,13,42,9
53,32,42,15
32,53,40,15
53,85,36,10
25,125,34,10
31,85,33,11
85,31,33,10
125,25,33,9
96,24,32,7
24,96,32,7
116,53,29,7
139,85,28,8
58,228,28,7
163,131,27,9
131,163,27,8
53,116,27,6
264,32,26,8
228,58,25,5
58,71,25,10
20,85,24,6
85,139,24,7
32,264,24,8
103,85,23,9
85,20,23,6
97,74,22,7
96,32,22,5
32,96,22,5
17,32,21,4
71,58,21,10
85,103,21,9
102,131,20,6
32,17,20,4
131,102,20,6
74,97,19,7
139,53,18,5
53,139,18,6
31,32,17,7
131,115,17,4
205,118,17,5
237,16,17,2
54,58,17,5
58,54,17,5
32,31,17,7
16,237,16,2
29,222,16,6
125,58,16,8
70,44,16,4
94,71,16,7
118,205,16,5
9,58,16,7
279,63,16,2
44,70,16,4
115,131,16,4
222,29,16,5
116,31,15,4
31,116,15,4
85,22,15,4
58,9,15,6
58,125,15,8
71,94,15,7
71,145,15,4
131,203,15,3
22,85,15,4
128,180,15,4
145,71,14,4
203,131,14,3
236,30,14,4
123,163,14,3
32,97,14,5
97,32,14,5
63,279,14,2
58,94,14,5
31,103,14,3
103,31,14,3
123,79,13,5
30,236,13,3
180,128,13,4
278,263,13,1
38,155,12,2
31,13,12,5
79,131,12,4
66,28,12,2
93,131,12,2
53,96,12,2
94,58,12,5
131,93,12,2
163,123,12,3
155,38,12,2
263,278,12,1
19,15,12,4
15,19,12,4
15,327,11,2
71,25,11,5
96,53,11,2
103,22,11,3
79,123,11,5
94,56,11,5
20,53,11,4
179,244,11,1
22,103,11,3
28,66,11,2
244,179,11,1
125,138,10,4
118,308,10,3
85,97,10,4
50,207,10,1
56,94,10,4
91,140,10,2
283,128,10,2
128,283,10,2
168,176,10,2
140,91,10,2
131,123,10,3
348,222,10,1
9,246,10,4
13,31,10,3
321,90,10,2
308,118,10,3
308,205,10,1
32,5,10,2
53,20,10,4
138,125,10,4
327,15,9,2
91,192,9,2
220,255,9,2
262,130,9,1
13,32,9,2
16,123,9,3
9,94,9,3
9,109,9,6
308,162,9,2
255,220,9,2
131,79,9,4
130,262,9,1
140,69,9,3
25,69,9,3
222,348,9,1
28,123,9,3
205,308,9,1
61,58,9,3
32,347,9,2
32,69,9,2
32,74,9,2
116,13,9,2
125,71,9,6
126,190,9,5
32,13,9,2
123,16,9,3
32,116,9,3
90,321,9,2
69,140,9,3
158,63,9,1
190,126,9,4
207,50,9,1
185,218,9,2
162,308,9,2
63,158,9,1
71,125,9,6
97,85,9,4
58,61,9,3
5,32,8,2
123,198,8,3
30,66,8,2
94,9,8,3
123,152,8,3
69,25,8,3
246,9,8,4
94,107,8,1
116,32,8,3
107,94,8,1
74,32,8,2
97,247,8,1
176,168,8,2
218,185,8,2
16,205,8,4
192,91,8,2
140,330,8,1
131,182,8,1
29,91,8,2
128,336,8,3
13,116,8,2
347,32,8,2
203,28,7,1
9,260,7,1
260,9,7,2
272,297,7,1
14,9,7,2
247,97,7,1
28,203,7,1
28,236,7,1
28,2,7,2
148,118,7,2
152,123,7,3
22,53,7,1
173,64,7,1
25,71,7,4
22,139,7,5
22,197,7,1
123,28,7,4
109,9,7,5
125,77,7,3
123,131,7,2
118,148,7,2
31,22,7,3
109,146,7,1
53,103,7,3
77,125,7,3
79,163,7,2
91,29,7,2
69,32,7,2
64,173,7,1
66,30,7,2
53,314,7,1
65,52,7,1
55,80,7,3
336,128,7,3
330,140,7,1
334,354,7,1
4,133,7,1
2,28,7,2
297,272,6,1
330,138,6,1
9,107,6,1
305,58,6,2
54,145,6,1
53,170,6,3
14,109,6,3
13,137,6,1
17,97,6,2
63,9,6,1
236,28,6,1
17,184,6,1
272,167,6,1
16,234,6,1
195,123,6,1
205,16,6,3
197,22,6,1
205,148,6,3
53,22,6,1
137,13,6,1
163,79,6,2
149,216,6,1
146,109,6,1
123,195,6,1
133,4,6,1
31,20,6,2
80,55,6,3
109,14,6,2
103,53,6,3
9,14,6,2
314,53,6,1
107,9,6,1
41,337,6,1
32,297,6,1
113,204,6,1
22,31,6,3
20,31,6,2
182,131,6,1
145,54,6,1
138,330,6,1
52,65,6,1
79,16,6,3
280,139,5,1
242,32,5,1
55,70,5,2
58,305,5,3
297,32,5,1
336,328,5,1
337,41,5,1
354,334,5,1
309,164,5,1
