MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
270995,270995_0,0,0,-90.09987,35.09741,0.001
270995,270995_0,1,73,-90.09977,35.09752,0.001
67649790,67649790_0,0,0,-87.54012,41.72429,0.001
67649790,67649790_0,1,61,-87.5401,41.72429,0.001
244283000,244283000_0,0,0,-83.84343,43.62089,0.001
244283000,244283000_0,1,10,-83.10921,42.26058,0.001
244283000,244283000_0,2,13,-82.80388,42.42959,0.001
244283000,244283000_0,3,14,-83.63005,43.98984,0.001
244283000,244283000_0,4,16,-83.10921,42.2606,0.001
244283000,244283000_0,5,17,-83.63087,43.98912,0.001
244283000,244283000_0,6,22,-83.84346,43.6209,0.001
267188530,267188530_0,0,0,-90.10768,35.08995,0.001
267188530,267188530_0,1,72,-90.1077,35.08994,0.001
303457000,303457000_0,0,0,-82.85063,42.39744,0.001
303457000,303457000_0,1,2,-83.09967,42.28574,0.001
303457000,303457000_0,2,3,-83.13053,42.22898,0.001
303457000,303457000_0,3,4,-83.13467,42.19047,0.001
303457000,303457000_0,4,5,-83.07169,42.31326,0.001
303457000,303457000_0,5,6,-83.02123,42.32814,0.001
303457000,303457000_0,6,7,-82.97228,42.3339,0.001
303457000,303457000_0,7,8,-83.77781,45.49146,0.001
303457000,303457000_0,8,9,-83.09553,42.29174,0.001
303457000,303457000_0,9,10,-82.87722,42.3799,0.001
303457000,303457000_0,10,12,-82.89863,42.36598,0.001
303457000,303457000_0,11,14,-82.94015,42.35175,0.001
303457000,303457000_0,12,15,-82.92337,42.35721,0.001
303457000,303457000_0,13,16,-82.79918,42.43218,0.001
303457000,303457000_0,14,17,-82.75897,42.45913,0.001
303583000,303583000_0,0,0,-83.37655,45.32074,0.001
303583000,303583000_0,1,1,-86.15922,45.77503,0.001
303583000,303583000_0,2,2,-86.16391,45.77349,0.001
303583000,303583000_0,3,3,-83.33103,45.28473,0.001
303583000,303583000_0,4,4,-83.99312,45.57926,0.001
303583000,303583000_0,5,5,-83.97947,45.5742,0.001
303583000,303583000_0,6,7,-83.98876,45.57767,0.001
303583000,303583000_0,7,8,-84.47016,45.64957,0.001
303583000,303583000_0,8,11,-84.07777,45.6102,0.001
303583000,303583000_0,9,12,-84.4702,45.64955,0.001
303583000,303583000_0,10,13,-83.28899,45.25158,0.001
303583000,303583000_0,11,16,-83.17634,45.16704,0.001
303583000,303583000_0,12,17,-83.4945,45.39893,0.001
303583000,303583000_0,13,28,-84.06227,45.60473,0.001
303583000,303583000_0,14,32,-83.88669,45.54023,0.001
303583000,303583000_0,15,35,-83.95146,45.56386,0.001
316001101,316001101_0,0,0,-83.12117,45.09863,0.001
316001101,316001101_0,1,2,-83.11726,45.09066,0.001
316001101,316001101_0,2,3,-83.12347,45.10349,0.001
316001101,316001101_0,3,4,-82.57534,42.56997,0.001
316001101,316001101_0,4,5,-83.07322,44.16248,0.001
316001101,316001101_0,5,6,-83.07632,44.16338,0.001
316001101,316001101_0,6,7,-83.32199,45.28131,0.001
316001101,316001101_0,7,8,-83.11896,44.24471,0.001
316001101,316001101_0,8,9,-83.12514,44.27767,0.001
316001101,316001101_0,9,11,-82.72216,42.49009,0.001
316001101,316001101_0,10,12,-83.13998,45.13397,0.001
316001101,316001101_0,11,15,-83.17422,45.1639,0.001
316001101,316001101_0,12,16,-83.11595,45.08793,0.001
316001101,316001101_0,13,19,-83.13635,45.12938,0.001
316001101,316001101_0,14,21,-83.18903,45.17639,0.001
316001101,316001101_0,15,24,-83.33315,45.29,0.001
316001101,316001101_0,16,27,-83.23394,45.21183,0.001
316001101,316001101_0,17,28,-83.11663,44.23255,0.001
316001101,316001101_0,18,29,-82.73335,42.48066,0.001
316001101,316001101_0,19,31,-82.76931,42.45339,0.001
316001101,316001101_0,20,32,-83.07896,44.16417,0.001
316001101,316001101_0,21,33,-83.11541,44.22637,0.001
316001101,316001101_0,22,36,-82.80079,42.43167,0.001
316001101,316001101_0,23,37,-83.0998,45.05369,0.001
316001101,316001101_0,24,38,-83.07437,44.99631,0.001
316001101,316001101_0,25,39,-83.09441,45.04133,0.001
316001836,316001836_0,0,0,-83.13346,42.16572,0.001
316001836,316001836_0,1,1,-83.12789,42.10276,0.001
316001836,316001836_0,2,2,-83.13363,42.19333,0.001
316001836,316001836_0,3,3,-83.13614,42.28306,0.001
316001836,316001836_0,4,7,-83.13191,42.07273,0.001
316001836,316001836_0,5,8,-83.13395,42.19041,0.001
316001836,316001836_0,6,9,-83.13424,42.18747,0.001
316002238,316002238_0,0,0,-87.15885,41.63598,0.001
316002238,316002238_0,1,27,-87.15887,41.63593,0.001
316002280,316002280_0,0,0,-84.12186,45.79771,0.001
316002280,316002280_0,1,1,-84.20188,45.80936,0.001
316002280,316002280_0,2,3,-87.90038,43.01469,0.001
316002280,316002280_0,3,7,-87.45954,44.02949,0.001
316002280,316002280_0,4,11,-87.37914,44.06955,0.001
316002280,316002280_0,5,12,-87.90037,43.01469,0.001
316002280,316002280_0,6,14,-87.33713,44.09456,0.001
316002280,316002280_0,7,15,-87.3476,44.08729,0.001
316002280,316002280_0,8,16,-87.30059,44.12298,0.001
316002280,316002280_0,9,18,-87.33596,44.09542,0.001
316002280,316002280_0,10,19,-87.31877,44.10855,0.001
316002280,316002280_0,11,20,-87.32269,44.10542,0.001
316002280,316002280_0,12,21,-84.11852,45.79634,0.001
316002280,316002280_0,13,22,-84.01353,45.75154,0.001
316002501,316002501_0,0,0,-83.10478,42.26472,0.001
316002501,316002501_0,1,8,-83.11681,45.07405,0.001
316002501,316002501_0,2,12,-83.12278,44.91665,0.001
316002501,316002501_0,3,13,-83.10478,42.26471,0.001
316002501,316002501_0,4,17,-83.87246,45.92552,0.001
316002501,316002501_0,5,19,-83.8895,45.945,0.001
316002501,316002501_0,6,20,-83.88971,45.9813,0.001
316002501,316002501_0,7,21,-83.88176,46.02195,0.001
316002501,316002501_0,8,22,-83.90433,46.03611,0.001
316002501,316002501_0,9,29,-83.10478,42.26473,0.001
316003124,316003124_0,0,0,-82.60189,42.02664,0.001
316003124,316003124_0,1,4,-82.6019,42.02665,0.001
316003616,316003616_0,0,0,-83.10256,42.26808,0.001
316003616,316003616_0,1,65,-83.10348,42.28832,0.001
316003616,316003616_0,2,74,-83.10257,42.26805,0.001
316004370,316004370_0,0,0,-83.87783,45.68683,0.001
316004370,316004370_0,1,1,-83.87933,45.70533,0.001
316004370,316004370_0,2,2,-83.80617,45.5115,0.001
316004370,316004370_0,3,3,-83.827,45.519,0.001
316004370,316004370_0,4,4,-82.8595,41.88433,0.001
316004370,316004370_0,5,5,-82.92283,41.88917,0.001
316004370,316004370_0,6,6,-83.87617,45.66,0.001
316004370,316004370_0,7,7,-83.881,45.7245,0.001
316004370,316004370_0,8,8,-83.87333,45.61683,0.001
316004940,316004940_0,0,0,-83.92419,46.03339,0.001
316004940,316004940_0,1,1,-83.9494,46.04617,0.001
316004940,316004940_0,2,2,-83.9336,46.04079,0.001
