MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
255806123,255806123_0,0,0,-68.08933,43.45205,0.05
255806123,255806123_0,1,1,-70.25698,43.64747,0.05
255806123,255806123_0,2,10,-67.69126,43.41912,0.05
255806123,255806123_0,3,11,-67.779,43.42475,0.05
305411000,305411000_0,0,0,-70.25692,43.64743,0.05
305411000,305411000_0,1,27,-70.25705,43.64745,0.05
316028326,316028326_0,0,0,-68.43782,43.91448,0.05
316028326,316028326_0,1,4,-67.99996,43.91633,0.05
316028326,316028326_0,2,8,-68.23607,43.9055,0.05
319160000,319160000_0,0,0,-68.32082,44.27428,0.05
319160000,319160000_0,1,26,-68.32082,44.27427,0.05
338075892,338075892_0,0,0,-70.25302,43.6532,0.05
338075892,338075892_0,1,72,-70.25303,43.65318,0.05
338205116,338205116_0,0,0,-68.50887,43.99662,0.05
338205116,338205116_0,1,2,-68.67823,44.14896,0.05
338205116,338205116_0,2,4,-68.412,43.79894,0.05
338205116,338205116_0,3,5,-68.6736,44.14855,0.05
338205116,338205116_0,4,9,-68.5568,44.06444,0.05
338247438,338247438_0,0,0,-70.0879,43.08849,0.05
338247438,338247438_0,1,7,-70.11832,43.03936,0.05
338247438,338247438_0,2,8,-70.08951,43.08727,0.05
357213000,357213000_0,0,0,-68.89625,44.4506,0.05
357213000,357213000_0,1,15,-69.00828,44.03545,0.05
357213000,357213000_0,2,16,-68.87295,43.9273,0.05
357213000,357213000_0,3,18,-69.00867,44.16077,0.05
357213000,357213000_0,4,20,-69.00885,44.07532,0.05
357213000,357213000_0,5,22,-68.89622,44.45057,0.05
357213000,357213000_0,6,26,-69.00017,44.22333,0.05
366909530,366909530_0,0,0,-70.24794,43.65765,0.05
366909530,366909530_0,1,73,-70.24792,43.65765,0.05
366950450,366950450_0,0,0,-70.17993,43.68386,0.05
366950450,366950450_0,1,2,-70.11284,43.69508,0.05
366950450,366950450_0,2,11,-70.24822,43.65644,0.05
366950450,366950450_0,3,19,-70.11015,43.69503,0.05
366950450,366950450_0,4,36,-70.24836,43.65649,0.05
366950450,366950450_0,5,66,-70.11015,43.69507,0.05
366953940,366953940_0,0,0,-69.10142,44.11229,0.05
366953940,366953940_0,1,67,-69.10143,44.11235,0.05
366994920,366994920_0,0,0,-69.10239,44.10446,0.05
366994920,366994920_0,1,6,-68.87027,43.92759,0.05
366994920,366994920_0,2,65,-69.10246,44.10445,0.05
366999528,366999528_0,0,0,-69.10148,44.10437,0.05
366999528,366999528_0,1,5,-69.10148,44.10437,0.05
366999971,366999971_0,0,0,-68.80445,44.5725,0.05
366999971,366999971_0,1,40,-68.31291,44.27486,0.05
367046090,367046090_0,0,0,-70.28408,43.64041,0.05
367046090,367046090_0,1,30,-70.28412,43.64042,0.05
367073740,367073740_0,0,0,-69.71827,42.86943,0.05
367073740,367073740_0,1,3,-70.02209,42.92228,0.05
367073740,367073740_0,2,8,-69.72769,42.87079,0.05
367073740,367073740_0,3,10,-69.92092,42.92388,0.05
367077480,367077480_0,0,0,-70.54071,42.65212,0.05
367077480,367077480_0,1,7,-70.2534,43.65145,0.05
367077480,367077480_0,2,22,-69.98183,43.47802,0.05
367077480,367077480_0,3,28,-70.17212,43.59737,0.05
367077480,367077480_0,4,32,-70.08027,43.53177,0.05
367092720,367092720_0,0,0,-68.7064,43.48071,0.05
367092720,367092720_0,1,3,-69.69313,43.28058,0.05
367092720,367092720_0,2,5,-67.85176,43.72821,0.05
367092720,367092720_0,3,7,-67.62329,43.89864,0.05
367092720,367092720_0,4,15,-69.8376,43.25151,0.05
367092720,367092720_0,5,17,-68.62833,43.50102,0.05
367092720,367092720_0,6,31,-70.03741,43.19328,0.05
367092720,367092720_0,7,32,-68.714,43.47838,0.05
367104150,367104150_0,0,0,-70.41567,42.99436,0.05
367104150,367104150_0,1,9,-70.548,43.01808,0.05
367104150,367104150_0,2,13,-70.424,42.99585,0.05
367104160,367104160_0,0,0,-70.22143,42.87546,0.05
