source_port,target_port,transition_count,unique_vessels
22,20,118,41
20,22,111,39
25,22,51,12
22,25,42,12
51,70,30,4
70,51,28,5
46,23,26,7
23,46,24,7
200,166,24,4
131,38,24,9
20,80,21,7
166,200,21,4
20,5,21,6
38,131,21,6
38,56,20,3
286,20,20,5
328,5,20,4
238,137,20,4
146,20,20,10
60,20,20,7
20,60,20,6
23,72,20,3
328,360,19,3
20,108,19,6
22,381,19,3
5,20,19,5
72,23,19,3
102,328,19,4
20,25,18,4
20,286,18,6
381,22,18,2
137,238,18,4
108,22,18,3
360,328,18,3
5,328,18,4
25,20,18,4
22,108,17,3
169,331,17,3
80,20,17,6
5,22,16,5
331,169,16,3
102,46,16,4
328,102,16,4
107,316,16,3
108,20,15,6
22,102,15,4
20,146,15,8
328,60,15,6
316,107,15,3
102,22,15,5
128,182,15,6
56,38,14,3
331,130,14,3
182,128,14,6
22,5,14,4
420,128,14,5
130,331,14,3
128,420,13,4
46,102,13,4
20,328,13,6
60,328,13,6
132,154,12,2
107,470,12,3
112,22,12,4
154,132,12,2
166,246,12,1
246,166,12,1
470,107,12,3
22,112,12,4
132,135,11,2
187,108,11,2
59,146,11,2
182,420,11,4
223,375,11,4
165,599,11,1
328,20,11,6
250,51,11,3
22,476,11,1
476,22,11,1
420,182,11,4
375,223,11,4
20,246,11,4
599,165,11,1
1,141,10,3
108,187,10,2
128,150,10,1
126,22,10,2
32,38,10,3
237,22,10,1
146,59,10,2
166,128,10,3
143,250,10,2
145,229,10,1
141,1,10,3
72,24,10,3
131,70,10,1
135,132,10,2
51,250,10,3
229,145,10,1
246,20,10,4
48,420,10,1
51,38,10,3
334,56,9,1
188,272,9,1
328,124,9,3
128,166,9,3
560,217,9,2
51,131,9,3
38,32,9,3
197,108,9,2
250,143,9,2
38,4,9,1
141,64,9,3
182,317,9,1
150,128,9,1
64,141,9,3
56,334,9,1
15,66,9,1
183,70,9,1
484,101,9,2
343,483,9,1
197,137,9,3
70,131,9,1
22,146,9,4
420,48,9,1
132,59,9,1
22,237,9,1
130,70,9,3
137,43,9,2
20,102,9,5
483,343,9,1
51,22,9,2
38,51,9,3
282,132,9,1
272,188,9,1
490,375,9,2
246,22,9,1
124,328,9,3
101,484,9,2
317,182,9,1
4,38,8,1
108,197,8,2
127,278,8,1
110,46,8,2
107,31,8,1
31,107,8,1
316,82,8,2
202,183,8,1
146,22,8,5
375,490,8,2
22,508,8,1
22,411,8,1
66,15,8,1
22,126,8,2
22,51,8,2
411,22,8,1
70,183,8,1
513,275,8,2
132,282,8,1
129,537,8,1
128,463,8,2
59,132,8,1
343,24,8,2
217,560,8,2
43,137,8,2
38,512,8,4
0,333,7,1
558,317,7,1
1,474,7,1
127,107,7,1
146,5,7,1
508,22,7,1
146,328,7,5
537,129,7,1
153,158,7,2
60,22,7,3
512,38,7,4
20,46,7,3
82,316,7,2
72,110,7,1
141,331,7,3
137,197,7,2
131,51,7,2
20,383,7,1
20,398,7,2
70,130,7,3
22,72,7,1
420,516,7,1
144,52,7,1
70,37,7,1
377,62,7,1
383,20,7,1
22,246,7,2
52,144,7,1
182,124,7,1
180,19,7,2
356,202,7,3
62,377,7,1
474,1,7,1
250,49,7,2
333,0,7,1
51,238,7,2
51,141,7,2
484,250,7,1
46,110,7,2
222,246,7,1
24,343,7,2
331,141,7,4
264,149,7,1
278,127,7,1
275,513,7,2
275,111,7,2
37,70,7,1
38,331,7,2
250,484,7,1
250,326,7,1
317,558,7,1
124,182,7,1
25,112,7,2
107,127,7,1
110,72,7,1
111,275,7,2
5,146,7,1
5,346,7,1
594,197,7,3
644,202,6,1
102,20,6,4
463,128,6,2
102,23,6,1
102,41,6,1
104,20,6,1
297,573,6,1
108,132,6,1
83,321,6,1
132,108,6,1
20,360,6,3
20,419,6,1
20,41,6,1
141,22,6,3
141,51,6,2
80,266,6,2
142,246,6,1
419,20,6,1
420,104,6,1
22,60,6,3
516,420,6,1
14,7,6,2
328,98,6,2
328,213,6,1
37,202,6,1
286,388,6,1
66,468,6,1
146,266,6,2
22,545,6,1
388,22,6,2
388,286,6,1
22,328,6,4
149,264,6,1
157,51,6,1
64,49,6,1
166,108,6,2
166,257,6,1
38,238,6,1
266,80,6,2
266,146,6,2
266,286,6,1
326,143,6,1
326,250,6,1
60,344,6,1
356,157,6,2
23,102,6,1
24,20,6,2
356,472,6,1
360,20,6,4
22,465,6,1
173,182,6,1
41,20,6,1
41,102,6,1
255,20,6,2
38,70,6,3
54,341,6,1
24,72,6,1
341,54,6,1
344,60,6,1
346,5,6,1
202,644,6,1
214,38,6,1
49,64,6,1
49,141,6,3
49,250,6,2
19,180,6,2
490,223,6,2
494,172,6,1
472,356,6,1
43,567,6,1
46,20,6,2
246,142,6,1
246,222,6,1
238,38,6,1
238,51,6,2
331,38,6,2
465,22,6,1
468,66,6,1
545,22,6,1
555,107,6,1
567,43,6,1
573,297,6,1
107,555,6,1
112,25,6,2
590,108,6,1
31,94,5,1
29,5,5,1
108,603,5,1
108,166,5,1
20,473,5,1
582,70,5,1
577,165,5,1
86,49,5,1
20,104,5,1
239,146,5,2
48,128,5,2
108,590,5,1
98,328,5,2
94,31,5,1
128,48,5,1
616,530,5,1
603,108,5,1
432,153,5,1
20,255,5,2
137,56,5,1
132,141,5,1
141,202,5,1
331,62,5,1
480,250,5,1
473,20,5,1
223,490,5,1
575,25,5,1
559,404,5,1
80,22,5,3
72,403,5,1
70,582,5,2
22,141,5,3
402,62,5,1
143,326,5,1
142,25,5,1
278,327,5,1
50,268,5,1
49,387,5,1
49,86,5,1
213,328,5,1
202,356,5,2
197,594,5,3
247,107,5,1
37,445,5,1
328,22,5,3
10,22,5,1
530,616,5,1
157,179,5,1
387,250,5,1
384,510,5,1
382,292,5,1
70,32,5,1
286,266,5,1
327,107,5,1
51,157,5,1
185,132,5,2
184,56,5,1
183,356,5,2
258,484,5,1
257,166,5,1
214,642,5,1
321,83,5,1
268,50,5,1
38,214,5,1
165,577,5,1
62,402,5,1
157,356,5,2
364,254,5,1
250,480,5,1
172,494,5,1
22,456,5,1
56,328,5,1
56,184,5,1
56,137,5,1
172,264,5,1
170,85,5,1
167,471,5,2
254,364,5,1
25,142,5,1
36,143,5,1
32,70,5,1
292,382,5,1
104,420,5,1
116,43,5,1
107,327,5,1
108,226,5,1
642,214,5,1
110,98,4,1
593,239,4,1
7,14,4,2
112,266,4,1
1,38,4,1
1,331,4,1
600,326,4,1
2,128,4,1
590,536,4,1
539,70,4,1
542,60,4,1
457,22,4,1
463,420,4,1
108,200,4,2
107,519,4,1
114,527,4,1
102,255,4,1
106,37,4,1
107,60,4,1
32,37,4,1
316,394,4,1
25,328,4,2
4,434,4,1
255,426,4,1
255,617,4,1
60,41,4,1
60,107,4,1
60,138,4,1
60,542,4,1
356,183,4,1
23,24,4,4
23,249,4,1
334,356,4,1
334,415,4,1
24,23,4,3
22,457,4,1
56,333,4,1
58,41,4,1
179,139,4,1
179,157,4,1
183,37,4,1
250,581,4,1
38,250,4,2
40,125,4,1
41,58,4,1
360,24,4,1
22,388,4,2
158,153,4,1
62,331,4,1
167,255,4,1
265,327,4,1
266,112,4,1
266,141,4,1
37,32,4,1
217,587,4,1
484,123,4,1
264,172,4,1
38,37,4,1
54,41,4,1
54,66,4,1
183,202,4,1
184,502,4,1
51,241,4,2
322,456,4,1
326,600,4,1
536,590,4,1
66,54,4,1
70,38,4,3
70,49,4,1
148,250,4,1
387,49,4,1
394,50,4,1
394,316,4,1
153,432,4,1
155,128,4,2
18,457,4,1
19,25,4,1
535,471,4,1
327,278,4,1
328,25,4,2
328,70,4,1
328,146,4,4
25,19,4,1
329,20,4,1
43,116,4,1
46,24,4,2
24,46,4,3
24,360,4,1
347,420,4,1
202,141,4,1
205,132,4,2
49,70,4,1
49,488,4,1
38,1,4,1
269,141,4,1
143,36,4,1
70,349,4,1
70,539,4,1
398,20,4,1
403,22,4,1
404,559,4,1
420,463,4,1
72,22,4,1
510,384,4,1
519,107,4,1
527,114,4,1
445,37,4,1
449,158,4,1
456,20,4,1
82,107,4,1
83,5,4,1
137,333,4,1
138,60,4,1
139,295,4,1
72,83,4,2
141,128,4,1
141,132,4,1
575,19,4,1
19,575,4,2
20,24,4,3
484,258,4,1
488,49,4,1
502,184,4,1
507,423,4,1
471,535,4,1
475,64,4,1
246,25,4,1
141,266,4,1
141,269,4,1
86,429,4,1
88,22,4,1
131,197,4,1
131,329,4,1
132,185,4,2
132,205,4,2
81,0,4,1
423,507,4,1
20,250,4,1
20,329,4,1
20,388,4,1
433,31,4,1
108,98,4,1
128,2,4,1
128,155,4,2
128,604,4,1
98,20,4,2
98,110,4,1
100,131,4,1
131,100,4,1
108,594,4,1
5,29,4,1
249,46,4,1
250,20,4,1
226,108,4,1
46,249,4,1
241,51,4,2
242,1,4,1
246,5,4,1
329,131,4,1
20,98,4,2
471,167,4,2
83,72,4,2
85,170,4,1
5,246,4,1
587,217,4,1
22,10,4,1
22,24,4,2
456,22,4,1
456,322,4,1
123,484,4,1
107,82,4,1
107,247,4,1
575,249,4,1
31,433,4,1
319,380,4,1
594,137,3,1
594,249,3,1
0,81,3,1
617,255,3,1
108,360,3,1
110,22,3,1
8,143,3,1
9,167,3,1
581,132,3,1
581,205,3,1
581,250,3,1
564,479,3,1
18,22,3,2
519,115,3,1
520,37,3,1
520,309,3,1
521,182,3,1
535,24,3,1
12,141,3,1
115,519,3,1
19,141,3,1
19,143,3,1
19,538,3,1
496,371,3,1
477,148,3,1
479,564,3,1
484,70,3,1
463,182,3,2
20,182,3,2
22,9,3,1
22,18,3,2
22,46,3,2
457,18,3,1
125,40,3,1
108,25,3,1
106,1,3,1
128,141,3,1
89,72,3,1
435,72,3,1
445,328,3,1
453,141,3,1
22,88,3,1
22,110,3,1
420,347,3,1
429,86,3,1
432,449,3,1
434,4,3,1
403,139,3,1
408,144,3,1
415,22,3,1
415,334,3,1
420,328,3,1
96,72,3,1
98,108,3,1
130,38,3,2
22,192,3,1
22,215,3,1
22,300,3,1
397,141,3,1
398,24,3,1
380,319,3,1
388,20,3,1
388,594,3,1
363,130,3,1
22,415,3,1
22,575,3,1
371,496,3,1
86,453,3,1
131,141,3,2
24,22,3,1
341,375,3,1
342,286,3,1
349,70,3,1
356,334,3,1
22,647,3,1
339,51,3,1
331,81,3,1
331,183,3,1
331,356,3,2
333,56,3,1
333,137,3,1
335,22,3,1
137,244,3,2
24,535,3,2
328,445,3,1
329,24,3,1
330,37,3,1
331,1,3,1
327,265,3,1
328,38,3,1
328,56,3,1
328,178,3,1
309,520,3,1
25,230,3,1
25,246,3,1
27,420,3,1
322,22,3,1
81,331,3,1
139,130,3,2
139,179,3,1
139,403,3,1
141,12,3,1
141,19,3,1
300,22,3,1
307,19,3,1
308,141,3,1
286,60,3,1
295,139,3,1
37,38,3,1
37,106,3,1
37,330,3,1
37,638,3,1
275,7,3,1
141,38,3,1
141,49,3,1
72,46,3,2
72,357,3,1
80,146,3,1
141,81,3,1
38,141,3,1
266,154,3,1
268,247,3,1
41,54,3,1
41,60,3,1
255,102,3,1
255,167,3,1
261,581,3,1
249,575,3,1
249,594,3,1
250,38,3,1
250,64,3,1
250,387,3,1
244,137,3,2
46,32,3,1
249,23,3,1
46,220,3,2
46,246,3,1
223,341,3,1
223,554,3,1
230,108,3,1
232,22,3,1
235,107,3,1
238,43,3,1
46,72,3,2
49,51,3,1
49,487,3,1
50,65,3,1
50,394,3,1
215,22,3,1
70,180,3,1
70,328,3,1
70,484,3,1
144,408,3,1
146,80,3,1
200,108,3,2
202,197,3,2
205,581,3,1
205,600,3,1
192,22,3,1
197,131,3,1
51,49,3,1
51,166,3,1
197,202,3,1
199,66,3,1
146,124,3,1
146,141,3,2
146,388,3,1
