MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
255806123,255806123_0,0,0,-68.08933,43.45205,0.005
255806123,255806123_0,1,1,-70.25698,43.64747,0.005
255806123,255806123_0,2,10,-67.69126,43.41912,0.005
255806123,255806123_0,3,11,-67.779,43.42475,0.005
305411000,305411000_0,0,0,-70.25692,43.64743,0.005
305411000,305411000_0,1,27,-70.25705,43.64745,0.005
316028326,316028326_0,0,0,-68.43782,43.91448,0.005
316028326,316028326_0,1,3,-68.24197,43.90567,0.005
316028326,316028326_0,2,4,-67.99996,43.91633,0.005
316028326,316028326_0,3,5,-68.1693,43.90338,0.005
316028326,316028326_0,4,8,-68.23607,43.9055,0.005
319160000,319160000_0,0,0,-68.32082,44.27428,0.005
319160000,319160000_0,1,26,-68.32082,44.27427,0.005
338075892,338075892_0,0,0,-70.25302,43.6532,0.005
338075892,338075892_0,1,72,-70.25303,43.65318,0.005
338205116,338205116_0,0,0,-68.50887,43.99662,0.005
338205116,338205116_0,1,2,-68.67823,44.14896,0.005
338205116,338205116_0,2,3,-68.66849,44.15192,0.005
338205116,338205116_0,3,4,-68.412,43.79894,0.005
338205116,338205116_0,4,5,-68.6736,44.14855,0.005
338205116,338205116_0,5,6,-68.66864,44.15193,0.005
338205116,338205116_0,6,7,-68.56651,44.07155,0.005
338205116,338205116_0,7,8,-68.62839,44.11338,0.005
338205116,338205116_0,8,9,-68.5568,44.06444,0.005
338247438,338247438_0,0,0,-70.0879,43.08849,0.005
338247438,338247438_0,1,2,-70.07576,43.08032,0.005
338247438,338247438_0,2,5,-70.08504,43.05698,0.005
338247438,338247438_0,3,7,-70.11832,43.03936,0.005
338247438,338247438_0,4,8,-70.08951,43.08727,0.005
357213000,357213000_0,0,0,-68.89625,44.4506,0.005
357213000,357213000_0,1,8,-68.91608,44.42243,0.005
357213000,357213000_0,2,11,-68.89623,44.45058,0.005
357213000,357213000_0,3,13,-68.95278,44.3059,0.005
357213000,357213000_0,4,14,-68.94267,44.32605,0.005
357213000,357213000_0,5,15,-69.00828,44.03545,0.005
357213000,357213000_0,6,16,-68.87295,43.9273,0.005
357213000,357213000_0,7,18,-69.00867,44.16077,0.005
357213000,357213000_0,8,20,-69.00885,44.07532,0.005
357213000,357213000_0,9,21,-68.93258,44.35647,0.005
357213000,357213000_0,10,22,-68.89622,44.45057,0.005
357213000,357213000_0,11,24,-68.95753,44.29737,0.005
357213000,357213000_0,12,26,-69.00017,44.22333,0.005
366909530,366909530_0,0,0,-70.24794,43.65765,0.005
366909530,366909530_0,1,73,-70.24792,43.65765,0.005
366950450,366950450_0,0,0,-70.17993,43.68386,0.005
366950450,366950450_0,1,2,-70.11284,43.69508,0.005
366950450,366950450_0,2,4,-70.13476,43.71182,0.005
366950450,366950450_0,3,8,-70.21004,43.66236,0.005
366950450,366950450_0,4,11,-70.24822,43.65644,0.005
366950450,366950450_0,5,13,-70.18368,43.68049,0.005
366950450,366950450_0,6,17,-70.20602,43.664,0.005
366950450,366950450_0,7,18,-70.12662,43.71636,0.005
366950450,366950450_0,8,19,-70.11015,43.69503,0.005
366950450,366950450_0,9,23,-70.13208,43.70774,0.005
366950450,366950450_0,10,24,-70.1278,43.71587,0.005
366950450,366950450_0,11,27,-70.24822,43.65641,0.005
366950450,366950450_0,12,32,-70.16172,43.69578,0.005
366950450,366950450_0,13,34,-70.21173,43.66104,0.005
366950450,366950450_0,14,36,-70.24836,43.65649,0.005
366950450,366950450_0,15,40,-70.21236,43.65771,0.005
366950450,366950450_0,16,41,-70.13361,43.713,0.005
366950450,366950450_0,17,44,-70.21281,43.66045,0.005
