MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
255806123,255806123_0,0,0,-68.08933,43.45205,0.001
255806123,255806123_0,1,1,-70.25698,43.64747,0.001
255806123,255806123_0,2,2,-67.89905,43.43399,0.001
255806123,255806123_0,3,3,-67.91384,43.43507,0.001
255806123,255806123_0,4,4,-67.79005,43.42569,0.001
255806123,255806123_0,5,7,-68.03432,43.4454,0.001
255806123,255806123_0,6,8,-67.96164,43.43883,0.001
255806123,255806123_0,7,9,-67.96962,43.43964,0.001
255806123,255806123_0,8,10,-67.69126,43.41912,0.001
255806123,255806123_0,9,11,-67.779,43.42475,0.001
305411000,305411000_0,0,0,-70.25692,43.64743,0.001
305411000,305411000_0,1,27,-70.25705,43.64745,0.001
316028326,316028326_0,0,0,-68.43782,43.91448,0.001
316028326,316028326_0,1,3,-68.24197,43.90567,0.001
316028326,316028326_0,2,4,-67.99996,43.91633,0.001
316028326,316028326_0,3,5,-68.1693,43.90338,0.001
316028326,316028326_0,4,8,-68.23607,43.9055,0.001
319160000,319160000_0,0,0,-68.32082,44.27428,0.001
319160000,319160000_0,1,26,-68.32082,44.27427,0.001
338075892,338075892_0,0,0,-70.25302,43.6532,0.001
338075892,338075892_0,1,72,-70.25303,43.65318,0.001
338205116,338205116_0,0,0,-68.50887,43.99662,0.001
338205116,338205116_0,1,1,-68.67353,44.14857,0.001
338205116,338205116_0,2,2,-68.67823,44.14896,0.001
338205116,338205116_0,3,3,-68.66849,44.15192,0.001
338205116,338205116_0,4,4,-68.412,43.79894,0.001
338205116,338205116_0,5,5,-68.6736,44.14855,0.001
338205116,338205116_0,6,6,-68.66864,44.15193,0.001
338205116,338205116_0,7,7,-68.56651,44.07155,0.001
338205116,338205116_0,8,8,-68.62839,44.11338,0.001
338205116,338205116_0,9,9,-68.5568,44.06444,0.001
338247438,338247438_0,0,0,-70.0879,43.08849,0.001
338247438,338247438_0,1,1,-70.07761,43.07904,0.001
338247438,338247438_0,2,2,-70.07576,43.08032,0.001
338247438,338247438_0,3,3,-70.08552,43.06761,0.001
