port_id,lat,lon,area_deg2,stationary_points
221,13.44615105420749,144.65342441072175,0.0010020443500001624,17616
66,38.93149529935442,-75.05868090084121,0.018069039149999758,148
1,28.969470836732196,-89.28253267250972,0.05835682449999929,148
315,38.788016829875524,-75.16152757123098,6.025000000360937e-08,51
90,26.100774849719393,-80.12403966275629,0.00520569260000042,3109
82,47.60371076148918,-122.41420917626284,0.0323502929000007,2229
40,54.19991773460693,-130.4338147161999,0.08591455450000013,450
5,39.90196165020804,-75.19381375381259,0.011067886650000348,595
24,46.08504906399225,-122.95473746816367,0.008060846300001676,474
253,38.95665536329842,-76.42796695527491,0.007067881700000159,154
184,29.6831991871422,-95.00410052198515,0.07714714365000072,3485
32,45.58102923610373,-122.63644058198913,0.02808990795000023,849
114,49.25190983160663,-123.06885343183036,0.058550684000002164,1683
7,29.676102240413403,-91.35022712835143,0.028232251900000702,973
132,41.42196416666667,-88.19190916666665,2.0000000005591119e-10,6
25,40.6067557627652,-73.93684573454205,0.18270418725000112,2173
61,29.99378170994568,-90.69011252266313,1.0026979575000008,6884
2,48.88672614030376,-123.18921229882957,0.22293554450000408,669
23,26.79318875514032,-80.05084837576725,0.004121504800000692,2391
196,27.351860511172127,-96.85703323812295,0.000719585400000282,11
251,40.93720863352988,-73.90961155790409,7.37669500000388e-05,70
59,39.23140012047727,-76.55195129511294,0.005011779900000236,709
327,41.513692472984,-88.08921280964267,8.020000000067762e-08,11
246,33.61115382938205,-117.9105849428766,0.000200221600000077,230
254,18.447922264594112,-66.1016846063221,0.0007176743000000478,526
53,41.49887458312316,-81.70666892920102,0.0002798234500000356,74
0,33.722316117203796,-118.19646470659166,0.011239404449999272,2075
118,34.21227022102694,-77.95529981549264,9.426904999982283e-05,200
296,41.90680853801169,-80.79462596491227,2.8500000001039554e-09,24
21,27.83245622158676,-97.11740434208396,0.05344845195000042,1683
35,30.05864888480108,-93.46645846522594,0.22814329945000067,1931
148,29.75223552307974,-88.28908415237638,1.3741849999940025e-05,14
97,49.17713113713378,-123.90558143380622,0.0035604381500004625,208
203,29.763604954238303,-93.8287844575235,0.02698981959999949,360
3,32.849561935862226,-79.92679812623945,0.010762168199999941,623
105,29.864838029940863,-92.03566018996572,0.022466509399999862,341
78,38.44544424903957,-82.60544265331322,0.0009541001999999999,176
81,39.54044555959571,-75.62729060151386,0.017439099649999297,154
195,45.556039380206286,-73.5237970824976,0.0012409026499998076,334
260,42.88433158052646,-79.24843459828948,4.610699999967907e-06,47
332,39.80688956517892,-75.4106308988546,0.0003173538999999491,128
173,46.73894036570096,-92.05675876648063,0.0052235429000000826,139
169,29.408559309308316,-93.65076786148059,0.002922029800000002,165
120,21.31402324603732,-157.988878177496,0.0173319184499999,876
231,38.78565710206995,-77.0187636830835,2.335000000075447e-08,46
126,28.620902829754066,-94.46818855439436,0.1356694793000006,201
165,40.1696086833193,-80.6901253919872,1.1269499999963496e-06,8
57,37.22001199202263,-76.32402606584158,0.04416532485000055,136
175,37.8166654183377,-122.34614424310244,0.023828768749999972,1245
406,40.797365100595016,-124.17524792961686,6.11718500000834e-05,56
41,48.414479578668356,-123.26183182507081,0.025636761249999473,258
144,32.69287226648646,-117.1821098683603,0.006982330599999672,747
77,36.865740175407105,-76.05583170444326,0.13004731594999944,1390
218,27.842057140341062,-82.49269356372018,0.023552237999998612,969
248,59.60801191414387,-151.33462289328926,0.002212197699999405,61
125,28.390357725869652,-80.59806334978128,0.0010360164000003333,176
29,30.725050980170582,-88.04010113494924,0.0049470907500001925,747
164,38.01286833333334,-90.08387833333335,1.9999999980722125e-10,6
280,43.281510740377136,-79.81526540191193,0.0009415537000000524,170
9,30.356362239377688,-88.73370586529026,0.049881030549998144,691
188,60.64373840440912,-147.45828225418276,3.047335000005717e-05,73
185,41.918228849303844,-73.98178999590496,8.139999999859741e-08,21
157,43.64836632036472,-70.2508118216066,0.0003046551500001419,142
135,41.664743412363805,-87.43009699938264,0.01620477154999968,153
60,29.10046184364484,-90.15176723277405,0.03732422649999982,1852
295,38.84478265373707,-90.12284527770525,0.0007923549999999939,337
87,42.962275716666774,-82.40856822605959,0.0023603046500001697,186
