trial,k,r,neighbor_mode,min_dense_points,runtime_sec,total_points,coverage_ratio,noise_ratio,n_clusters,effective_ports,largest_cluster_points,largest_cluster_share,mean_cluster_points,median_cluster_points,edge_count,transition_count,score,rss_mb
188,500,0.0003,8,,0.028800300031434745,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9832156814839531,263.703125
178,500,5e-05,8,,0.030158400011714548,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.983151609723515,263.6484375
172,500,1e-05,8,,0.030721899995114654,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9831250747657899,263.6484375
180,500,8e-05,8,,0.03097449999768287,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9831131893623618,263.6484375
184,500,0.00015,8,,0.031172299990430474,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9831038864888969,263.703125
186,500,0.0002,8,,0.033464299980551004,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9829963494933596,263.703125
182,500,0.0001,8,,0.0363319999887608,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9828624714568044,263.703125
170,500,5e-06,8,,0.036492700048256665,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.982854991124598,263.62890625
174,500,2e-05,8,,0.04051920003257692,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9826683181878113,263.6484375
176,500,3e-05,8,,0.040833699982613325,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9826537984377226,263.6484375
192,500,0.001,8,,0.029212300025392324,1768,0.997737556561086,0.002262443438914019,62,11,136,0.07709750566893424,28.451612903225808,17.0,72,188,0.9825957298782408,263.703125
190,500,0.0005,8,,0.04865269997389987,1768,1.0,0.0,64,11,136,0.07692307692307693,27.625,16.5,84,214,0.9822956127798136,263.703125
158,300,0.0001,8,,0.02232650003861636,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9796772850924939,263.6171875
156,300,8e-05,8,,0.02376950002508238,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9796083493391579,263.6171875
154,300,5e-05,8,,0.031938200001604855,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9792217446890782,263.6171875
150,300,2e-05,8,,0.03290539997396991,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9791763743481685,263.6171875
166,300,0.0005,8,,0.036506099975667894,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9790082136379026,263.6171875
152,300,3e-05,8,,0.038497500005178154,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9789157116223389,263.6171875
162,300,0.0002,8,,0.039049599959980696,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9788901289457238,263.6171875
148,300,1e-05,8,,0.041487100010272115,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9787775066273829,263.61328125
160,300,0.00015,8,,0.04226600000401959,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9787416293697868,263.6171875
164,300,0.0003,8,,0.04504870000528172,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9786138910226212,263.6171875
81,80,5e-05,4,,0.010048600030131638,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9784618445068916,263.55078125
84,80,8e-05,8,,0.010472099995240569,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.978441097436262,263.5625
82,80,5e-05,8,,0.010589600016828626,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.9784353442451695,263.55078125
93,80,0.0005,4,,0.010925800015684217,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9784188901650768,263.56640625
83,80,8e-05,4,,0.011289599991869181,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9784010976292404,263.55078125
87,80,0.00015,4,,0.011690900020767003,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9783814859035237,263.5625
89,80,0.0002,4,,0.011867100023664534,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9783728798390269,263.5625
85,80,0.0001,4,,0.011967999977059662,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.9783679529734316,263.5625
91,80,0.0003,4,,0.012429900001734495,1768,1.0,0.0,51,11,186,0.10520361990950226,34.666666666666664,18.0,70,188,0.978345411295134,263.56640625
90,80,0.0002,8,,0.013045599975157529,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.9783153958228015,263.56640625
86,80,0.0001,8,,0.01318350003566593,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.9783086781730299,263.5625
92,80,0.0003,8,,0.013511300028767437,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.9782927170942679,263.56640625
88,80,0.00015,8,,0.014279399998486042,1768,1.0,0.0,47,11,186,0.10520361990950226,37.61702127659574,24.0,70,188,0.9782553575515258,263.5625
168,300,0.001,8,,0.03857510001398623,1768,0.9971719457013575,0.002828054298642524,59,10,170,0.09642654566080544,29.88135593220339,17.0,79,201,0.9781505607489116,263.62109375
122,200,5e-06,8,,0.016895400010980666,1768,1.0,0.0,59,10,186,0.10520361990950226,29.966101694915253,16.0,84,214,0.9781285416077169,263.59765625
98,120,5e-06,8,,0.021674100018572062,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9778985610592796,263.5703125
117,120,0.0005,4,,0.021724399994127452,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9778961517551256,263.59765625
101,120,2e-05,4,,0.02281219995347783,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.977844105512971,263.5703125
118,120,0.0005,8,,0.022843599959742278,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9778426048104663,263.59765625
100,120,1e-05,8,,0.02411630004644394,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9777818560295031,263.5703125
114,120,0.0002,8,,0.024246000044513494,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9777756736392053,263.59765625
126,200,2e-05,8,,0.024246999993920326,1768,1.0,0.0,59,10,186,0.10520361990950226,29.966101694915253,16.0,84,214,0.9777756259808495,263.6015625
111,120,0.00015,4,,0.024301700002979487,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9777730190782298,263.5859375
109,120,0.0001,4,,0.025636699981987476,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9777094816229479,263.5859375
125,200,2e-05,4,,0.027615400031208992,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9776156118403162,263.6015625
120,120,0.001,8,,0.021215699962340295,1768,0.998868778280543,0.0011312217194570096,50,11,186,0.10532276330690826,35.32,18.5,69,165,0.9776138946605908,263.59765625
103,120,3e-05,4,,0.028646200022194535,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9775668536273118,263.57421875
127,200,3e-05,4,,0.02875810000114143,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9775615664884681,263.6015625
115,120,0.0003,4,,0.028810499992687255,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.977559091047549,263.59765625
139,200,0.0003,4,,0.029161599988583475,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9775425111490592,263.6015625
137,200,0.0002,4,,0.029222699988167733,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9775396269961482,263.6015625
140,200,0.0003,8,,0.029846399964299053,1768,1.0,0.0,59,10,186,0.10520361990950226,29.966101694915253,16.0,84,214,0.9775102055564592,263.6015625
146,300,5e-06,8,,0.07039040001109242,1768,1.0,0.0,61,10,170,0.09615384615384616,28.983606557377048,16.0,84,214,0.9774811594258049,263.609375
113,120,0.0002,4,,0.03065599995898083,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9774720678729861,263.59765625
106,120,5e-05,8,,0.03070339997066185,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9774698368655977,263.57421875
123,200,1e-05,4,,0.030837700003758073,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9774635167921979,263.59765625
116,120,0.0003,8,,0.03102599998237565,1768,1.0,0.0,52,11,186,0.10520361990950226,34.0,16.5,74,196,0.9774546582886289,263.59765625
63,50,0.00015,4,,0.03109320002840832,1768,1.0,0.0,44,11,186,0.10520361990950226,40.18181818181818,24.0,70,188,0.9774514976704414,263.52734375
121,200,5e-06,4,,0.03120239998679608,1768,1.0,0.0,62,10,186,0.10520361990950226,28.516129032258064,14.5,86,214,0.9774463625499388,263.59765625
99,120,1e-05,4,,0.03229800000553951,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9773949021645532,263.5703125
107,120,8e-05,4,,0.03231340000638738,1768,1.0,0.0,55,10,186,0.10520361990950226,32.14545454545455,15.0,74,196,0.9773941796042496,263.57421875
142,200,0.0005,8,,0.032539699983317405,1768,1.0,0.0,59,10,186,0.10520361990950226,29.966101694915253,16.0,84,214,0.9773835642084789,263.6015625
57,50,5e-05,4,,0.03256530000362545,1768,1.0,0.0,44,11,186,0.10520361990950226,40.18181818181818,24.0,70,188,0.9773823636425089,263.5234375
51,50,1e-05,4,,0.03325769997900352,1768,1.0,0.0,44,11,186,0.10520361990950226,40.18181818181818,24.0,70,188,0.9773499146758284,263.5
