port_id,lat,lon,area_deg2,stationary_points
373,13.44615105420749,144.65342441072175,0.0010020443500001624,17616
18,38.95319222213974,-75.06479276909135,0.008218970300000027,144
206,28.885045702174217,-89.39971714361776,0.005862736549999793,82
48,38.788016829875524,-75.16152757123098,6.025000000360937e-08,51
164,26.068163366462343,-80.12600214776417,0.010654098800000626,3235
141,47.60371076148918,-122.41420917626284,0.0323502929000007,2229
148,54.22244514086465,-130.47199473002965,0.06112307234999731,449
10,39.8972868880584,-75.21058599809699,0.01636715415000091,743
16,46.08504906399225,-122.95473746816367,0.008060846300001676,474
62,38.95665536329842,-76.42796695527491,0.007067881700000159,154
58,29.699913135776384,-95.00411942339413,0.06184132185000055,3483
21,45.58102923610373,-122.63644058198913,0.02808990795000023,848
155,49.31248183545503,-123.11912998684151,0.020380544200001155,1492
79,29.676625704660026,-91.22511525204484,0.014792654099999582,954
323,41.42196416666667,-88.19190916666665,2.0000000005591119e-10,6
64,40.6067557627652,-73.93684573454205,0.18270418725000112,2173
33,29.959917521253143,-90.55618250683203,0.9773742414500037,6900
2,48.80558985810477,-122.98163293100129,0.09447112130000301,347
176,49.17276397547301,-123.0090517890688,0.009134304100000287,191
107,26.806448422142513,-80.05773481707877,0.0026575137500010554,2390
193,27.334244600752257,-96.8401035543822,0.0002401053000001643,9
272,40.93720863352988,-73.90961155790409,7.37669500000388e-05,70
110,39.23140012047727,-76.55195129511294,0.005011779900000236,709
120,41.513692472984,-88.08921280964267,8.020000000067762e-08,11
137,33.69763205695183,-118.12949386188089,0.02025026380000056,2304
256,18.447922264594112,-66.1016846063221,0.0007176743000000478,526
253,41.49443552332921,-81.71363414784616,7.683325000004572e-05,73
71,34.21227022102694,-77.95529981549264,9.426904999982283e-05,200
221,41.90680853801169,-80.79462596491227,2.8500000001039554e-09,24
135,27.820657993328737,-97.01491860501721,0.07204707425000023,1685
163,30.106242595974816,-93.28708961333159,0.022529611449998432,489
25,29.75660947324777,-88.28778423083483,2.150599999987162e-06,13
121,49.17713113713378,-123.90558143380622,0.0035604381500004625,208
123,29.83804275508602,-93.96493600035973,0.0012691573500001874,245
27,32.849561935862226,-79.92679812623945,0.010762168199999941,623
47,29.864838029940863,-92.03566018996572,0.022466509399999862,341
198,38.44544424903957,-82.60544265331322,0.0009541001999999999,176
128,39.54044555959571,-75.62729060151386,0.017439099649999297,154
156,45.556039380206286,-73.5237970824976,0.0012409026499998076,334
347,42.88433158052646,-79.24843459828948,4.610699999967907e-06,47
152,46.73894036570096,-92.05675876648063,0.0052235429000000826,139
22,29.408559309308316,-93.65076786148059,0.002922029800000002,165
150,21.31402324603732,-157.988878177496,0.0173319184499999,876
77,38.78565710206995,-77.0187636830835,2.335000000075447e-08,46
34,28.64946747617738,-94.42867923610837,0.08558478340000075,126
258,40.1696086833193,-80.6901253919872,1.1269499999963496e-06,8
169,37.21933565685896,-76.24695979932503,0.010684850849999563,105
17,37.77929742511868,-122.32709238875978,0.013402502099999715,970
201,40.797365100595016,-124.17524792961686,6.11718500000834e-05,56
226,48.42751567495743,-123.40092433155017,0.000779750399999862,215
74,32.69287226648646,-117.1821098683603,0.006982330599999672,747
80,36.88856206522332,-76.12405824342682,0.09841145740000047,1385
113,27.826949125562997,-82.55924329943504,0.039164882349999736,977
102,59.60801191414387,-151.33462289328926,0.002212197699999405,61
343,28.41158668772032,-80.61767395834131,0.00013582760000002255,169
112,30.725050980170582,-88.04010113494924,0.0049470907500001925,747
93,38.01286833333334,-90.08387833333335,1.9999999980722125e-10,6
140,43.281510740377136,-79.81526540191193,0.0009415537000000524,170
19,30.356362239377688,-88.73370586529026,0.049881030549998144,691
210,60.64373840440912,-147.45828225418276,3.047335000005717e-05,73
70,41.918228849303844,-73.98178999590496,8.139999999859741e-08,21
117,43.64836632036472,-70.2508118216066,0.0003046551500001419,142
191,41.65009847625712,-87.53505903154712,0.0016788948000004962,89
61,29.10046184364484,-90.15176723277405,0.03732422649999982,1852
190,49.01349669801249,-123.14818564712454,0.0003361636500001277,171
4,38.84478265373707,-90.12284527770525,0.0007923549999999939,337
103,42.962275716666774,-82.40856822605959,0.0023603046500001697,186
276,43.091960342106404,-70.76937244674724,0.00037720965000009947,129
60,42.38432478860386,-70.87645704909161,0.019965842199999743,366
338,41.632123977688344,-70.91276453733964,0.00011103015000000902,183
157,38.55461619591639,-90.23875728875406,0.00024263819999966596,142
11,40.66630828461189,-89.60330430786654,0.00028055740000012495,77
254,57.74689626004481,-152.44693322271598,0.003804348199999994,248
32,29.270181333198757,-94.80724126740058,0.20205737769999882,3051
372,46.501832765434024,-84.3457097245092,4.6598050000185636e-05,60
31,18.374966776943896,-64.70711232692462,0.06852894755000007,968
249,34.401488283955246,-119.68673595145725,1.4564500000199299e-06,24
174,55.31997125153275,-131.63079518207965,0.0016432764500002187,249
224,25.312365674509188,-80.28023539678263,3.525649999981957e-06,200
97,30.023488501928558,-93.90195806634338,0.029594338699999924,1437
