MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
507027,507027_0,0,0,-76.29084,36.79808,0.05
507027,507027_0,1,45,-76.24467,37.00651,0.05
737255,737255_0,0,0,-80.1839,26.08583,0.05
737255,737255_0,1,12,-80.18391,26.08584,0.05
1056261,1056261_0,0,0,-80.14833,26.11814,0.05
1056261,1056261_0,1,68,-80.14812,26.11824,0.05
36949428,36949428_0,0,0,-76.57478,39.20139,0.05
36949428,36949428_0,1,22,-76.57477,39.20138,0.05
155017179,155017179_0,0,0,-80.23041,25.73066,0.05
155017179,155017179_0,1,37,-80.23041,25.73067,0.05
205670000,205670000_0,0,0,-79.70716,24.55937,0.05
205670000,205670000_0,1,1,-79.7831,24.52373,0.05
205670000,205670000_0,2,4,-79.65068,24.58882,0.05
205670000,205670000_0,3,9,-79.90988,24.4634,0.05
205670000,205670000_0,4,11,-79.85804,24.48871,0.05
207832820,207832820_0,0,0,-80.14134,25.77176,0.05
207832820,207832820_0,1,40,-80.14134,25.77177,0.05
209513000,209513000_0,0,0,-82.42864,27.92401,0.05
209513000,209513000_0,1,21,-80.12005,26.09401,0.05
209513000,209513000_0,2,26,-81.85114,24.33231,0.05
209513000,209513000_0,3,28,-82.01882,24.3239,0.05
209513000,209513000_0,4,29,-82.42863,27.92401,0.05
209513000,209513000_0,5,30,-80.12005,26.09401,0.05
209513000,209513000_0,6,43,-82.44208,27.95362,0.05
209830000,209830000_0,0,0,-75.3905,34.96793,0.05
209830000,209830000_0,1,2,-75.32577,35.01645,0.05
209830000,209830000_0,2,3,-75.45578,34.92225,0.05
209830000,209830000_0,3,5,-80.16207,25.76675,0.05
209830000,209830000_0,4,7,-81.13232,32.11893,0.05
209830000,209830000_0,5,8,-74.01122,40.68478,0.05
209830000,209830000_0,6,9,-75.58462,34.82922,0.05
209830000,209830000_0,7,14,-81.13237,32.11898,0.05
209830000,209830000_0,8,19,-80.16182,25.76672,0.05
209830000,209830000_0,9,22,-75.3391,39.85068,0.05
209862000,209862000_0,0,0,-80.11573,26.06683,0.05
209862000,209862000_0,1,7,-80.11572,26.06681,0.05
210057000,210057000_0,0,0,-80.11388,26.08683,0.05
210057000,210057000_0,1,1,-77.58338,25.50071,0.05
210057000,210057000_0,2,2,-80.01346,26.10154,0.05
210057000,210057000_0,3,7,-78.10374,25.80461,0.05
210057000,210057000_0,4,8,-80.1121,26.09385,0.05
210057000,210057000_0,5,18,-79.84399,26.09883,0.05
210057000,210057000_0,6,19,-80.11537,26.07093,0.05
210057000,210057000_0,7,20,-79.81996,26.09895,0.05
210057000,210057000_0,8,21,-80.11502,26.07372,0.05
210057000,210057000_0,9,25,-79.97367,26.0285,0.05
210057000,210057000_0,10,34,-80.11541,26.07097,0.05
210279000,210279000_0,0,0,-74.23275,38.85144,0.05
210279000,210279000_0,1,3,-74.75493,40.13933,0.05
210279000,210279000_0,2,4,-74.24174,38.84858,0.05
210279000,210279000_0,3,9,-74.47244,38.78583,0.05
210279000,210279000_0,4,10,-74.75499,40.13938,0.05
210279000,210279000_0,5,11,-74.47957,38.78396,0.05
210296000,210296000_0,0,0,-82.56322,27.62755,0.05
210296000,210296000_0,1,18,-82.95924,27.59432,0.05
210296000,210296000_0,2,21,-82.56339,27.6281,0.05
210728000,210728000_0,0,0,-79.96107,32.89873,0.05
210728000,210728000_0,1,22,-80.15243,25.76612,0.05
210911000,210911000_0,0,0,-80.27049,24.38946,0.05
210911000,210911000_0,1,1,-80.39326,24.31826,0.05
210911000,210911000_0,2,4,-80.21902,24.41765,0.05
210911000,210911000_0,3,6,-80.37543,24.32844,0.05
210950000,210950000_0,0,0,-81.61987,30.35466,0.05
210950000,210950000_0,1,5,-80.11555,26.06685,0.05
210950000,210950000_0,2,7,-81.61984,30.35458,0.05
210950000,210950000_0,3,8,-79.91256,26.75037,0.05
210950000,210950000_0,4,12,-79.91185,26.9125,0.05
210950000,210950000_0,5,14,-81.61983,30.35462,0.05
210950000,210950000_0,6,15,-79.931,26.57183,0.05
210950000,210950000_0,7,23,-80.11556,26.06683,0.05
