source_port,target_port,transition_count,unique_vessels
229,279,6,6
60,1087,5,5
66,100,5,5
879,3,5,5
195,54,5,5
17,909,4,1
436,17,4,4
80,1276,4,4
11,102,4,1
248,530,4,4
283,66,4,4
3,337,4,4
3,879,4,4
420,242,3,3
195,780,3,3
129,124,3,3
386,460,3,3
189,25,3,3
102,30,3,2
102,11,3,1
7,511,3,3
1319,279,3,3
1382,1100,3,3
199,205,3,3
988,136,3,3
1113,11,3,3
1126,7,3,3
1109,34,3,3
460,95,3,3
299,11,3,3
79,301,3,3
95,1266,3,3
822,7,3,3
23,114,3,3
14,155,3,3
67,126,3,3
662,17,3,3
791,1129,3,3
474,1126,3,3
511,260,3,3
1382,144,2,2
1601,1131,2,1
1565,1195,2,1
0,38,2,2
1266,95,2,2
7,153,2,2
7,959,2,2
7,1209,2,2
907,240,2,2
21,39,2,2
27,21,2,1
30,16,2,2
16,98,2,1
1016,378,2,2
787,109,2,2
764,222,2,2
884,217,2,2
30,102,2,2
943,141,2,2
958,16,2,2
21,27,2,1
17,899,2,2
16,958,2,2
11,960,2,2
11,531,2,2
1047,85,2,2
1083,709,2,2
1251,1207,2,2
1129,791,2,2
1149,337,2,2
1165,124,2,2
1207,1334,2,2
1096,388,2,2
1233,84,2,2
1224,37,2,2
1209,988,2,2
60,286,2,2
468,109,2,2
462,264,2,2
66,283,2,2
530,248,2,2
533,547,2,2
529,296,2,2
489,11,2,2
602,535,2,2
621,283,2,2
730,657,2,2
751,11,2,2
699,107,2,2
666,902,2,2
626,240,2,2
622,817,2,2
902,1113,2,2
846,75,2,2
902,11,2,2
98,16,2,1
319,426,2,2
329,11,2,2
319,1201,2,2
84,306,2,2
342,11,2,2
70,117,2,2
420,231,2,2
357,946,2,2
380,179,2,2
414,753,2,2
425,568,2,2
426,189,2,2
264,675,2,2
266,921,2,1
279,1319,2,2
100,25,2,2
107,822,2,2
319,137,2,2
288,183,2,2
283,621,2,2
323,7,2,2
205,199,2,2
239,2,2,2
242,420,2,2
122,1028,2,2
207,99,2,2
250,120,2,2
262,1346,2,2
165,636,2,2
187,474,2,2
125,103,2,2
162,0,2,2
142,7,2,2
141,258,2,2
144,7,2,2
153,7,2,2
1534,866,2,2
138,273,2,2
1465,194,2,2
1434,138,2,2
7,142,2,2
1408,143,2,2
7,129,2,2
2,239,2,2
1611,1385,1,1
1,23,1,1
1,285,1,1
2,102,1,1
2,592,1,1
2,1595,1,1
3,137,1,1
3,319,1,1
3,1190,1,1
6,1069,1,1
6,1233,1,1
7,124,1,1
1385,1611,1,1
1402,648,1,1
1309,1096,1,1
1292,649,1,1
1283,11,1,1
1274,1317,1,1
11,318,1,1
11,299,1,1
11,166,1,1
11,74,1,1
7,1382,1,1
7,988,1,1
7,857,1,1
7,521,1,1
7,482,1,1
7,425,1,1
7,144,1,1
1268,859,1,1
172,39,1,1
169,270,1,1
167,1185,1,1
166,11,1,1
157,1137,1,1
155,14,1,1
154,98,1,1
151,398,1,1
150,503,1,1
149,27,1,1
146,255,1,1
144,1382,1,1
144,1100,1,1
144,922,1,1
144,568,1,1
143,78,1,1
117,1057,1,1
113,11,1,1
194,1218,1,1
194,805,1,1
193,607,1,1
193,249,1,1
189,426,1,1
184,451,1,1
183,735,1,1
182,57,1,1
181,1568,1,1
180,53,1,1
179,643,1,1
178,1088,1,1
178,518,1,1
173,739,1,1
217,27,1,1
214,558,1,1
209,783,1,1
195,1149,1,1
129,7,1,1
126,11,1,1
124,1422,1,1
124,1165,1,1
124,699,1,1
124,514,1,1
124,400,1,1
124,350,1,1
124,129,1,1
123,62,1,1
122,0,1,1
121,72,1,1
100,66,1,1
278,1406,1,1
278,1380,1,1
273,526,1,1
265,1471,1,1
255,501,1,1
254,11,1,1
252,25,1,1
246,1135,1,1
245,372,1,1
244,3,1,1
233,193,1,1
230,645,1,1
221,91,1,1
221,36,1,1
217,884,1,1
296,529,1,1
296,299,1,1
289,335,1,1
287,353,1,1
283,171,1,1
112,703,1,1
111,1165,1,1
110,662,1,1
110,17,1,1
109,468,1,1
108,317,1,1
107,7,1,1
104,836,1,1
103,125,1,1
102,1408,1,1
102,2,1,1
350,1165,1,1
350,461,1,1
337,780,1,1
337,3,1,1
331,131,1,1
330,520,1,1
325,616,1,1
319,3,1,1
318,11,1,1
317,809,1,1
314,642,1,1
306,1372,1,1
306,84,1,1
300,530,1,1
300,386,1,1
299,59,1,1
370,707,1,1
361,622,1,1
360,62,1,1
357,927,1,1
355,5,1,1
99,207,1,1
95,31,1,1
86,141,1,1
84,1233,1,1
79,604,1,1
78,669,1,1
78,143,1,1
72,529,1,1
70,1546,1,1
70,570,1,1
354,164,1,1
451,184,1,1
447,160,1,1
435,2,1,1
432,26,1,1
431,66,1,1
427,567,1,1
426,319,1,1
425,7,1,1
403,1276,1,1
403,2,1,1
400,107,1,1
398,923,1,1
394,372,1,1
386,731,1,1
381,908,1,1
372,602,1,1
462,66,1,1
461,350,1,1
