source_port,target_port,transition_count,unique_vessels
10,39,66,16
39,10,65,14
69,10,51,14
10,69,48,16
10,87,42,10
87,10,39,10
10,26,35,7
26,10,33,7
10,1,31,8
182,10,31,10
10,182,30,10
1,10,29,8
20,105,28,7
149,136,28,8
136,167,27,4
105,20,27,7
14,83,26,5
83,14,26,5
167,136,26,4
10,3,25,4
115,152,25,4
311,10,24,9
136,149,24,8
10,141,24,12
152,115,23,4
141,10,23,11
222,199,23,4
3,10,23,5
69,44,22,6
199,222,22,4
44,10,22,12
10,311,21,8
269,10,21,7
7,149,21,8
10,44,21,13
71,138,20,7
44,69,20,6
149,7,20,6
138,71,19,7
269,44,19,4
44,269,18,4
10,269,18,6
269,138,17,4
34,50,17,7
138,269,17,4
182,44,16,9
307,0,16,4
0,307,15,4
147,71,15,3
47,190,14,3
44,182,14,8
0,152,14,4
91,0,14,5
47,17,14,3
230,83,14,4
190,47,14,3
292,271,14,1
50,34,14,6
71,147,14,3
271,292,13,1
31,10,13,3
141,69,13,4
249,255,13,1
255,249,12,1
10,228,12,2
83,230,12,3
152,0,12,4
147,23,12,5
19,0,12,3
0,100,12,2
44,3,12,3
58,7,12,3
10,31,12,3
7,185,12,3
7,47,12,3
166,10,11,3
185,7,11,3
3,44,11,3
184,502,11,4
199,7,11,2
138,10,11,3
17,47,11,3
149,34,11,5
10,166,11,3
23,147,11,4
0,19,11,3
20,28,11,2
127,27,11,1
100,0,11,2
28,141,11,2
0,91,11,4
502,222,11,3
28,20,11,2
264,0,10,1
254,161,10,1
502,26,10,2
27,127,10,1
34,136,10,3
23,56,10,2
69,87,10,2
136,34,10,3
10,138,10,4
127,58,10,1
127,235,10,1
75,0,10,1
58,127,10,1
47,7,10,3
50,47,9,4
0,264,9,1
0,75,9,1
27,229,9,2
37,142,9,2
185,350,9,2
153,324,9,1
7,199,9,2
196,399,9,2
343,10,9,1
324,153,9,1
7,58,9,3
229,27,9,2
161,254,9,1
47,50,9,4
34,238,9,2
50,10,9,4
34,149,9,5
136,7,9,3
87,69,9,2
26,265,9,1
107,85,9,4
10,481,9,1
141,28,9,2
18,84,9,1
265,26,9,1
235,127,9,1
228,10,9,2
167,149,8,2
434,0,8,1
469,107,8,3
0,434,8,1
10,50,8,3
153,50,8,3
182,39,8,1
481,10,8,1
496,34,8,1
26,502,8,2
44,141,8,5
22,87,8,1
83,373,8,1
101,4,8,1
56,23,8,1
69,141,8,3
50,153,8,3
87,22,8,1
142,147,8,4
142,10,8,2
147,10,8,3
149,167,8,3
87,152,8,1
222,502,8,2
238,34,8,2
7,136,8,3
4,101,8,1
286,211,8,1
399,196,8,2
142,37,8,2
152,87,8,1
147,56,8,1
147,142,8,4
10,343,8,1
84,18,8,1
17,167,8,3
296,49,7,1
350,185,7,2
363,311,7,2
373,83,7,1
311,363,7,2
155,34,7,1
167,27,7,1
211,286,7,1
186,22,7,1
266,86,7,2
7,104,7,1
229,136,7,1
222,239,7,2
3,69,7,2
149,10,7,3
147,176,7,1
108,83,7,1
107,469,7,2
137,111,7,1
152,26,7,2
10,256,7,2
86,266,7,2
104,7,7,1
92,451,7,2
50,41,7,2
20,26,7,1
20,50,7,1
49,296,7,1
56,147,7,1
50,20,7,1
34,471,7,1
34,496,7,1
39,182,7,1
23,10,7,4
22,186,7,1
41,50,7,2
27,167,7,1
301,34,6,1
199,149,6,2
85,469,6,2
85,107,6,3
282,18,6,2
30,24,6,1
203,397,6,2
26,376,6,1
83,489,6,1
83,108,6,1
111,137,6,1
132,10,6,2
124,43,6,1
71,23,6,4
11,229,6,1
138,40,6,1
136,229,6,1
350,30,6,1
335,256,6,1
69,3,6,1
470,7,6,2
26,20,6,1
9,58,6,1
7,470,6,2
58,9,6,1
252,10,6,1
239,222,6,2
363,141,6,2
141,363,6,2
10,252,6,1
376,26,6,1
7,167,6,3
149,199,6,2
21,44,6,1
21,10,6,3
43,124,6,1
47,41,6,1
45,321,6,2
34,301,6,1
34,155,6,1
10,21,6,2
471,34,6,1
397,203,6,2
152,100,6,1
10,175,6,1
10,149,6,3
10,147,6,4
10,142,6,2
10,132,6,2
44,21,6,1
155,222,6,3
153,423,6,1
228,208,6,1
451,92,6,2
176,147,6,1
23,138,6,4
423,153,6,1
41,47,6,1
40,138,6,1
10,91,6,2
167,245,6,2
3,0,6,1
100,152,6,1
489,83,6,1
509,27,6,1
502,184,6,3
0,3,6,1
0,44,6,1
0,10,5,4
544,27,5,1
500,182,5,1
26,135,5,1
26,152,5,1
188,10,5,2
505,137,5,1
100,10,5,1
87,195,5,1
195,87,5,1
195,39,5,1
200,239,5,1
196,13,5,1
428,40,5,1
162,4,5,1
40,428,5,1
225,108,5,1
10,23,5,2
167,17,5,2
167,328,5,1
218,39,5,1
167,185,5,1
4,47,5,1
432,196,5,1
182,316,5,1
182,500,5,1
417,10,5,1
10,188,5,2
152,75,5,1
10,100,5,1
34,117,5,1
44,0,5,1
10,210,5,2
7,153,5,1
7,34,5,2
24,30,5,1
176,138,5,2
175,10,5,1
174,92,5,2
182,142,5,1
44,39,5,2
153,386,5,1
238,82,5,2
229,11,5,1
39,44,5,2
450,209,5,2
403,137,5,1
