source_port,target_port,transition_count,unique_vessels
661,198,6,6
100,311,6,6
63,1406,5,5
543,881,5,5
1125,3,5,5
9,119,4,1
3,1125,4,4
661,276,4,4
804,276,4,4
121,41,4,4
129,15,4,4
166,121,4,4
198,304,4,4
57,198,4,4
91,1619,4,4
1166,9,4,4
881,166,4,4
14,379,4,4
119,14,3,2
119,9,3,1
1158,1166,3,3
1673,311,3,3
3,804,3,3
1725,2,3,1
881,543,3,3
565,32,3,3
75,1474,3,3
596,26,3,3
38,72,3,3
41,141,3,3
608,121,3,3
496,357,3,3
281,161,3,3
15,33,3,3
32,1603,3,3
717,554,3,3
869,9,3,3
24,132,3,3
1426,717,3,3
33,15,3,3
1337,1214,3,3
267,280,3,3
166,881,3,3
385,9,3,3
393,248,3,3
231,112,3,3
286,565,3,3
283,121,3,3
121,17,3,3
121,166,3,3
89,340,3,3
1473,242,3,3
0,38,2,2
3,310,2,2
14,114,2,1
14,119,2,2
809,141,2,2
704,438,2,2
704,167,2,2
825,653,2,2
855,1158,2,2
809,247,2,2
987,29,2,2
1015,163,2,2
21,23,2,1
31,38,2,2
1319,266,2,2
1340,1455,2,2
1388,346,2,2
1455,1158,2,2
1434,1447,2,2
20,1247,2,2
1214,28,2,2
114,14,2,1
112,231,2,2
406,2,2,2
473,365,2,2
444,201,2,2
72,190,2,2
41,121,2,2
596,3,2,2
37,1528,2,1
804,3,2,2
750,277,2,2
658,338,2,2
656,37,2,2
543,1231,2,2
554,613,2,2
561,121,2,2
23,21,2,1
41,608,2,2
41,223,2,2
25,33,2,2
616,805,2,1
1411,452,2,2
439,89,2,2
379,14,2,2
323,324,2,2
320,309,2,2
320,167,2,2
311,1673,2,2
386,527,2,2
440,9,2,2
119,87,2,2
72,26,2,2
224,25,2,2
304,198,2,2
297,1177,2,1
280,267,2,2
89,439,2,2
141,223,2,2
98,20,2,2
357,496,2,2
141,41,2,2
167,320,2,2
128,1017,2,2
126,29,2,2
121,881,2,2
167,393,2,2
