MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
36968098,36968098_0,0,0,-84.33874,46.5007,0.01
36968098,36968098_0,1,40,-84.33874,46.5007,0.01
67649790,67649790_0,0,0,-87.54007,41.72427,0.01
67649790,67649790_0,1,61,-87.54011,41.72429,0.01
244283000,244283000_0,0,0,-82.80388,42.42959,0.01
244283000,244283000_0,1,2,-82.41226,43.74464,0.01
244283000,244283000_0,2,3,-82.81248,42.42388,0.01
244283000,244283000_0,3,4,-82.41224,43.70734,0.01
244283000,244283000_0,4,5,-82.41235,43.67193,0.01
244283000,244283000_0,5,6,-83.10921,42.2606,0.01
244283000,244283000_0,6,7,-83.84347,43.62091,0.01
244283000,244283000_0,7,8,-82.80815,42.42675,0.01
244283000,244283000_0,8,10,-83.84347,43.62089,0.01
244283000,244283000_0,9,22,-83.63005,43.98984,0.01
244283000,244283000_0,10,23,-83.10921,42.26058,0.01
244283000,244283000_0,11,26,-83.84346,43.6209,0.01
303457000,303457000_0,0,0,-83.07169,42.31326,0.01
303457000,303457000_0,1,1,-83.13467,42.19047,0.01
303457000,303457000_0,2,3,-83.09967,42.28574,0.01
303457000,303457000_0,3,7,-84.67272,46.61847,0.01
303457000,303457000_0,4,17,-84.63439,46.52561,0.01
303457000,303457000_0,5,19,-84.55667,46.45992,0.01
303457000,303457000_0,6,20,-82.75897,42.45913,0.01
303457000,303457000_0,7,26,-82.89863,42.36598,0.01
303457000,303457000_0,8,31,-83.02123,42.32814,0.01
303457000,303457000_0,9,32,-84.67123,46.61905,0.01
303457000,303457000_0,10,36,-83.09553,42.29174,0.01
303457000,303457000_0,11,37,-83.77781,45.49146,0.01
303457000,303457000_0,12,38,-84.74157,46.59702,0.01
303457000,303457000_0,13,41,-84.8735,46.7258,0.01
303457000,303457000_0,14,42,-84.6634,46.59069,0.01
303457000,303457000_0,15,45,-84.65126,46.56002,0.01
303457000,303457000_0,16,47,-87.3718,46.57106,0.01
303457000,303457000_0,17,59,-84.675,46.61701,0.01
303583000,303583000_0,0,0,-84.47016,45.64956,0.01
303583000,303583000_0,1,4,-83.65343,45.45616,0.01
303583000,303583000_0,2,5,-83.4945,45.39893,0.01
303583000,303583000_0,3,11,-84.07777,45.6102,0.01
303583000,303583000_0,4,15,-83.97947,45.5742,0.01
303583000,303583000_0,5,16,-82.42089,42.95705,0.01
303583000,303583000_0,6,19,-83.18671,45.1749,0.01
303583000,303583000_0,7,20,-83.97075,45.57093,0.01
303583000,303583000_0,8,21,-83.95146,45.56386,0.01
303583000,303583000_0,9,23,-86.16391,45.77349,0.01
303583000,303583000_0,10,24,-83.28899,45.25158,0.01
303583000,303583000_0,11,25,-83.23484,45.21159,0.01
