port_id,lat,lon,area_deg2,stationary_points
163,13.44615105420749,144.65342441072175,0.0010020443500001624,17616
51,38.95319222213974,-75.06479276909135,0.008218970300000027,144
79,28.888622023768804,-89.39746869156221,0.004676823099999873,80
231,38.788016829875524,-75.16152757123098,6.025000000360937e-08,51
71,26.100774849719393,-80.12403966275629,0.00520569260000042,3109
66,47.60371076148918,-122.41420917626284,0.0323502929000007,2229
32,54.267491645545334,-130.44422599479566,0.03531886495000149,410
4,39.90196165020804,-75.19381375381259,0.011067886650000348,595
17,46.08504906399225,-122.95473746816367,0.008060846300001676,474
183,38.95665536329842,-76.42796695527491,0.007067881700000159,154
144,29.713553070761122,-95.08196582048822,0.03988735480000039,3479
25,45.57648080066091,-122.63322774104168,0.025895451000000444,841
107,49.299176754251945,-123.1062604360157,0.012727742650000276,1490
22,29.672527324041255,-91.320374714954,0.02383055835000025,968
18,40.600330704139374,-73.93612263527868,0.17671328860000057,2160
48,30.08332330718062,-90.70354251744506,0.7336947282999992,6406
96,48.73780153635969,-122.59448749475767,0.006742971200000281,162
91,49.15850243776153,-122.98250404685976,0.0016231924000003903,183
16,26.78620732561208,-80.04833747354877,0.0036522966999998382,2387
182,40.93720863352988,-73.90961155790409,7.37669500000388e-05,70
44,39.23140012047727,-76.55195129511294,0.005011779900000236,709
235,41.513692472984,-88.08921280964267,8.020000000067762e-08,11
179,33.61115382938205,-117.9105849428766,0.000200221600000077,230
185,18.447922264594112,-66.1016846063221,0.0007176743000000478,526
38,41.49887458312316,-81.70666892920102,0.0002798234500000356,74
0,33.722316117203796,-118.19646470659166,0.011239404449999272,2075
95,34.21227022102694,-77.95529981549264,9.426904999982283e-05,200
213,41.90680853801169,-80.79462596491227,2.8500000001039554e-09,24
14,27.83155666957813,-97.12359123519782,0.052034170900000426,1681
28,30.072088771534624,-93.63339763313142,0.13801334035000049,1923
118,29.75223552307974,-88.28908415237638,1.3741849999940025e-05,14
77,49.17713113713378,-123.90558143380622,0.0035604381500004625,208
184,29.806344419808724,-93.93190017747135,0.006103043299999863,345
2,32.849561935862226,-79.92679812623945,0.010762168199999941,623
83,29.864838029940863,-92.03566018996572,0.022466509399999862,341
61,38.43403716062925,-82.59651742930978,0.0005273071499999513,175
65,39.55570896973126,-75.6376171284608,0.009028630450000153,150
151,45.539569791839774,-73.5297223548344,0.0007861180499998444,332
189,42.88433158052646,-79.24843459828948,4.610699999967907e-06,47
238,39.80688956517892,-75.4106308988546,0.0003173538999999491,128
135,46.73894036570096,-92.05675876648063,0.0052235429000000826,139
132,29.408559309308316,-93.65076786148059,0.002922029800000002,165
125,21.323828355452108,-157.97115111101823,0.011764293750000484,865
167,38.78565710206995,-77.0187636830835,2.335000000075447e-08,46
100,28.625882814923518,-94.44630393947976,0.10649454035000078,195
42,37.192142997770446,-76.27075851227107,0.013081680000000262,101
136,37.8166654183377,-122.34614424310244,0.023828768749999972,1245
284,40.797365100595016,-124.17524792961686,6.11718500000834e-05,56
33,48.388798519534255,-123.3731599209808,0.00474814790000024,247
116,32.69287226648646,-117.1821098683603,0.006982330599999672,747
60,36.915896472814424,-76.26686411954347,0.04799017464999972,1356
162,27.842057140341062,-82.49269356372018,0.023552237999998612,969
180,59.60801191414387,-151.33462289328926,0.002212197699999405,61
99,28.41158668772032,-80.61767395834131,0.00013582760000002255,169
