port_id,lat,lon,feature_points,area_deg2
11,29.590350211326008,-91.4875683540509,25360,24.378014403299993
2,48.512539869008975,-123.32383809343479,9684,4.1889481040000005
13,25.799576796920793,-79.74889976791368,5886,2.865885617150012
0,41.092623586648,-72.24345364040053,4259,5.864305528649998
96,33.78809705326819,-118.9678684951506,3477,1.5836326662999998
18,37.759995317738415,-122.48073678593248,2075,0.9881785880999969
206,37.01143181859175,-88.79694828477236,1763,0.5240699110999979
23,32.79034865292662,-117.65009303068727,1710,0.764618584549993
166,39.31388537811333,-75.7629148939885,1686,1.2382833528499961
21,37.027441615406545,-76.1109078633414,1499,0.6143106463500025
102,27.59016170746999,-96.88444909905161,1416,0.6649417924999962
91,45.97149905365459,-123.46768398044496,1386,1.2738828204500043
49,27.770955820364865,-82.8587486506089,1369,0.5442003942000024
16,18.350171505152268,-65.32360209011954,1330,1.0414399692000036
45,38.50869237104556,-90.23028165004818,1180,0.3972798219000029
58,21.253637983588288,-157.6293807654943,674,0.2653326932000034
210,41.534610871308715,-88.15215559939841,662,0.4315510798499908
35,32.00531858622581,-80.78330325710907,618,0.3636453696
114,42.33625157270787,-70.74316034750358,599,0.17603544099999782
69,30.294745041614622,-81.28207975012695,587,0.19696715154999891
136,32.71893422523633,-79.47407736804587,585,0.39180717050000036
1,34.75580161339844,-90.42163538725704,555,0.13874355589999776
29,24.496470408929465,-81.94723097832579,548,1.0091355761999996
125,34.03820543838557,-78.04464320174753,518,0.3605492824500044
3,35.286279409152556,-75.84351555093052,507,1.4984114814500016
54,38.62298614042445,-74.44437770409145,476,0.8422095237000011
313,40.29784120129513,-80.17337384615018,473,0.473575762649998
287,57.77720867358515,-152.32980747160786,463,0.03500100590000007
56,54.034957804310665,-166.45800134968644,441,0.09816869259999846
48,13.493564553006731,144.46771928308763,436,0.18558328660000137
95,37.748609786608476,-87.41687084326493,347,0.24217147555000124
255,32.46148527826128,-91.02726513775578,342,0.08252833944999831
2137,56.8121145434977,-132.96604175062035,312,6.445914999988299e-05
297,33.98648651130926,-91.11191637236588,295,0.16282301684999964
420,36.28222477625932,-89.5894907998295,294,0.09186452229999821
101,31.024678116980034,-81.0382354396456,278,0.199642995900001
1063,28.341419498734478,-80.45767754324079,273,0.06471713230000103
236,38.41712668450243,-82.51598443343549,263,0.02169234194999927
200,32.72433132550569,-87.92013355863621,231,0.26413583665000173
78,54.25668773878261,-130.4232743460313,224,0.04583382320000061
89,39.04629457517618,-84.57607962492855,221,0.07399970250000318
46,38.42819920080063,-85.60778798826496,212,0.049232124950000795
77,38.73499091387011,-82.07981523257833,202,0.12945216739999926
57,34.629708973973734,-76.64498647283429,190,0.1315906099000029
1335,55.31905206646841,-131.6313448329479,184,0.0021252798500012
601,27.341285547054657,-82.5766278134216,182,0.003302316149999954
28,39.23254918538502,-74.23730441250466,165,0.263117107150002
615,36.3330628407506,-86.92422206576744,158,0.16983790315000274
405,35.88492585892784,-75.459319741164,154,0.20266234555000334
144,30.703689049113517,-81.32953589866995,146,0.05635674884999997
308,43.41015196560405,-124.28050353019975,143,0.014477910349998731
1319,43.691835163532566,-70.17699570851322,143,0.008591994299999971
273,45.5781958691192,-73.51185528603125,135,0.0023293719000001775
34,40.12469471625741,-80.68785987550518,134,0.012271519450000268
183,29.948093368102523,-81.36533184371208,128,0.05678050899999923
525,40.61165602865049,-89.67329854539605,121,0.015031560550001056
1782,57.04982818119296,-135.31045925892943,120,0.0012678619000004382
481,60.097915569053434,-149.39758662900485,115,0.001391503199999821
106,35.60601008266481,-89.92308687979941,113,0.03932798100000169
99,35.437134300760206,-94.75122484842794,111,0.13248682524999936
1280,61.09919882690567,-146.44261327092195,109,0.00819377374999988
24,48.46599371311347,-125.05587247960679,104,0.20226217225000062
663,34.24986653237166,-91.83229222292506,98,0.06842815059999971
50,34.16740879392684,-88.42970583384903,94,0.05831937554999807
291,59.62420321048187,-151.40787031795506,93,0.0017877564500003037
14,39.722302636382935,-73.93350455401347,91,0.03549733935000054
363,42.90000287699095,-82.42961476383006,90,0.01515136955000067
113,39.670323097336116,-80.87693611541032,86,0.005889221799999951
32,33.36387157708901,-79.05854060431535,85,0.13446767555000372
1328,37.85539902987634,-76.19144316385012,85,0.004237596200000005
127,30.137128266491114,-85.84838209615475,82,0.026084716200000593
318,42.99923676977531,-70.58676761178779,81,0.04160221034999879
616,42.24749666666667,-83.06264333333333,80,0.030875081500000838
910,58.30350297347199,-134.42813601243748,78,0.0005438020499998562
361,46.743638641661136,-92.02796507688821,75,0.00843034384999991
360,55.02485308576499,-162.31685476216754,74,0.025207843199998484
414,42.62669801380265,-70.59079068947614,74,0.013507821199999211
1751,41.882258333830926,-87.6150424446839,72,0.008616507899999877
1185,36.61830262585889,-122.05105095244136,71,0.029504730599999952
218,55.33894911552316,-160.51822495464734,69,0.0006211898000000142
1800,54.13855403516909,-165.76200014651707,68,0.001327333099999916
135,34.75047766255711,-87.49100723600988,68,0.08295270715000105
391,35.34719794703117,-93.46046986469071,68,0.050317744800000126
142,56.46568910463184,-132.67326879872311,67,0.03681505230000287
1386,38.05504705195924,-85.95754790349137,67,0.012244223350000208
202,38.81193152176379,-84.09553728130314,67,0.020087685499999546
426,38.77294121074197,-84.93938638012618,66,0.01416264010000054
97,54.89187517148852,-163.3690129696626,66,0.004261394099999325
81,20.776315347367607,-156.68672778968568,66,0.100215351999998
175,31.67953132121068,-88.06459760859721,63,0.02875367665000038
475,37.90923100112618,-86.64846051648354,61,0.018253053550000488
33,40.06364587514452,-90.38051315329666,61,0.020114007899999866
977,41.975842901162835,-124.30265103557458,60,0.01702008730000015
1979,39.922862589396004,-91.41778973215071,60,2.0913499999948453e-06
267,28.109568452066906,-96.75581322879293,60,0.14274360690000276
413,38.8432274967003,-77.02624416069145,59,0.002381726599999377
460,40.694444087954714,-124.3876102853567,58,0.04860810715000115
