source_port,target_port,transition_count,unique_vessels
1,51,27,8
115,41,26,5
51,1,26,7
41,115,25,5
1,3,22,6
3,1,22,5
1,20,22,5
20,1,21,4
135,130,18,7
130,135,18,7
66,1,16,3
51,44,14,6
41,63,14,4
63,41,14,4
30,44,13,2
1,66,13,3
44,30,11,2
57,62,11,1
19,153,11,1
3,47,11,3
153,19,11,1
1,247,11,2
62,57,11,1
247,1,11,2
30,51,11,3
44,51,10,5
25,149,10,3
51,30,10,3
130,44,10,6
130,51,9,6
9,51,9,3
149,25,9,3
51,130,9,5
33,40,9,1
65,9,9,3
40,33,9,1
47,3,9,3
25,1,9,3
94,77,9,1
77,94,9,1
3,20,8,2
1,241,8,2
9,236,8,1
9,65,8,3
77,86,8,1
236,9,8,1
44,15,8,2
1,25,8,3
135,90,7,2
151,1,7,1
190,172,7,1
175,105,7,1
144,55,7,3
19,200,7,2
77,192,7,1
20,3,7,1
1,151,7,1
241,1,7,2
41,105,7,1
15,44,7,2
3,158,7,4
195,1,7,1
1,195,7,1
192,77,7,1
105,175,7,1
105,41,7,1
130,36,7,2
86,77,7,1
45,83,6,1
43,19,6,1
55,113,6,1
172,190,6,1
9,18,6,2
157,130,6,2
202,156,6,2
184,7,6,1
257,74,6,2
181,125,6,1
7,184,6,1
51,9,6,3
59,17,6,2
41,74,6,1
55,144,6,2
56,99,6,1
99,56,6,1
90,135,6,2
74,257,6,2
83,45,6,1
113,55,6,1
124,101,6,1
101,124,6,1
19,43,6,1
10,130,6,3
130,10,6,2
130,59,6,2
74,41,6,1
200,19,6,2
5,156,5,1
195,38,5,1
36,130,5,1
50,40,5,1
50,41,5,1
44,130,5,3
44,9,5,3
59,130,5,2
34,131,5,1
60,19,5,2
66,68,5,1
41,50,5,1
38,195,5,1
47,1,5,2
44,135,5,3
1,55,5,2
1,158,5,2
41,257,5,1
106,17,5,1
25,15,5,1
125,181,5,1
131,34,5,1
12,41,5,1
156,202,5,1
158,1,5,2
158,3,5,3
156,5,5,1
9,30,5,3
10,74,5,1
156,92,5,4
149,150,5,1
18,232,5,1
19,60,5,2
110,1,5,1
128,1,5,2
68,66,5,1
74,10,5,1
144,83,4,2
141,156,4,1
135,30,4,1
140,92,4,1
9,160,4,1
150,149,4,1
149,42,4,1
147,19,4,1
171,130,4,1
170,160,4,1
3,51,4,2
3,30,4,1
257,41,4,1
256,216,4,1
228,7,4,1
221,126,4,1
216,256,4,1
210,3,4,2
167,195,4,1
167,38,4,1
162,20,4,1
9,55,4,1
160,9,4,1
195,167,4,1
13,41,4,1
115,10,4,1
66,87,4,1
73,106,4,1
77,228,4,1
81,83,4,1
19,147,4,1
83,144,4,2
83,81,4,1
83,55,4,1
20,162,4,1
87,66,4,1
92,140,4,1
92,55,4,1
108,130,4,2
17,106,4,1
17,73,4,1
17,59,4,2
10,115,4,1
126,221,4,1
15,25,4,1
55,9,4,1
55,92,4,1
55,1,4,1
36,59,4,2
30,158,4,1
41,12,4,1
40,50,4,1
41,13,4,1
38,167,4,1
42,149,4,1
232,9,4,1
1,110,4,1
1,47,4,2
259,142,3,1
1,4,3,1
1,14,3,1
219,213,3,1
1,182,3,2
197,30,3,1
191,17,3,1
7,228,3,1
40,59,3,1
51,3,3,1
48,17,3,1
4,66,3,1
3,210,3,2
182,144,3,1
182,1,3,1
160,170,3,1
158,30,3,1
158,9,3,1
9,59,3,1
9,44,3,2
8,32,3,1
156,141,3,1
156,55,3,2
55,83,3,1
51,135,3,2
51,73,3,1
40,97,3,1
40,77,3,1
146,1,3,2
144,9,3,1
9,144,3,1
9,135,3,1
135,9,3,1
134,83,3,1
130,171,3,1
130,163,3,1
130,157,3,1
130,1,3,1
14,1,3,1
13,74,3,1
32,8,3,1
30,197,3,1
30,135,3,1
59,40,3,1
59,19,3,1
108,77,3,1
106,73,3,1
19,59,3,1
19,23,3,2
18,30,3,1
18,15,3,2
18,9,3,2
17,191,3,1
17,48,3,1
17,36,3,1
92,156,3,3
74,13,3,1
73,51,3,1
73,17,3,1
65,51,3,1
64,1,3,1
77,108,3,1
30,18,3,1
30,9,3,2
30,8,3,1
30,3,3,1
23,19,3,1
22,64,3,1
77,40,3,1
74,156,3,1
213,219,3,1
207,75,3,1
204,10,3,2
3,8,3,1
228,77,3,1
1,146,3,2
1,130,3,2
1,128,3,2
229,3,2,1
232,18,2,1
241,47,2,1
242,247,2,1
251,44,2,1
244,130,2,1
247,242,2,1
247,158,2,1
203,130,2,1
3,25,2,1
3,22,2,1
1,229,2,1
92,9,2,1
92,141,2,1
92,202,2,1
97,40,2,1
210,1,2,1
75,207,2,1
74,80,2,1
213,19,2,1
83,134,2,1
20,5,2,1
19,219,2,2
19,213,2,1
20,64,2,1
25,144,2,1
81,154,2,1
80,74,2,1
64,22,2,1
22,3,2,1
36,17,2,2
104,135,2,1
100,1,2,1
104,30,2,1
10,108,2,1
1,210,2,1
47,158,2,1
49,8,2,1
8,3,2,1
51,65,2,1
154,81,2,1
51,83,2,1
55,8,2,1
55,156,2,2
9,156,2,2
9,158,2,1
10,36,2,1
10,6,2,1
10,59,2,1
142,259,2,1
141,92,2,1
140,156,2,1
144,156,2,1
144,25,2,1
55,182,2,1
156,74,2,1
156,20,2,2
135,104,2,1
135,251,2,1
9,92,2,1
130,30,2,2
130,19,2,1
130,108,2,1
130,41,2,1
130,203,2,1
135,51,2,2
135,44,2,2
135,25,2,1
30,67,2,1
30,104,2,1
30,130,2,2
36,10,2,1
15,18,2,2
59,10,2,1
59,9,2,1
10,204,2,2
7,77,2,1
41,130,2,1
42,1,2,1
44,103,2,1
8,9,2,1
158,247,2,1
8,179,2,1
4,1,2,1
159,44,2,1
251,130,2,1
1,64,2,1
1,100,2,1
1,42,2,1
202,92,2,1
182,162,2,1
8,30,2,1
6,10,2,1
163,130,2,1
178,38,2,1
5,20,2,1
156,144,2,1
10,107,1,1
103,44,1,1
104,41,1,1
64,20,1,1
108,10,1,1
107,8,1,1
104,50,1,1
17,130,1,1
17,212,1,1
83,1,1,1
83,51,1,1
1,108,1,1
219,19,1,1
74,47,1,1
212,191,1,1
77,7,1,1
245,30,1,1
247,20,1,1
41,104,1,1
237,55,1,1
64,3,1,1
67,15,1,1
66,4,1,1
67,30,1,1
73,50,1,1
74,3,1,1
20,247,1,1
20,156,1,1
20,128,1,1
59,157,1,1
36,51,1,1
20,74,1,1
207,1,1,1
207,182,1,1
212,17,1,1
30,47,1,1
25,3,1,1
25,51,1,1
25,135,1,1
24,14,1,1
19,130,1,1
15,67,1,1
130,17,1,1
55,237,1,1
156,9,1,1
55,66,1,1
144,202,1,1
41,44,1,1
41,9,1,1
51,47,1,1
51,36,1,1
10,1,1,1
141,9,1,1
9,159,1,1
9,232,1,1
144,8,1,1
144,182,1,1
130,251,1,1
9,130,1,1
14,24,1,1
30,245,1,1
30,56,1,1
13,9,1,1
56,30,1,1
13,59,1,1
59,13,1,1
59,36,1,1
130,244,1,1
9,41,1,1
9,13,1,1
8,49,1,1
8,55,1,1
8,83,1,1
9,8,1,1
156,140,1,1
3,182,1,1
182,3,1,1
3,64,1,1
3,74,1,1
179,30,1,1
167,51,1,1
167,158,1,1
169,1,1,1
162,1,1,1
162,182,1,1
9,50,1,1
9,49,1,1
158,20,1,1
158,47,1,1
158,195,1,1
159,9,1,1
50,73,1,1
38,178,1,1
47,241,1,1
49,92,1,1
44,41,1,1
44,159,1,1
44,251,1,1
47,30,1,1
1,169,1,1
202,144,1,1
195,158,1,1
191,212,1,1
182,207,1,1
1,207,1,1
251,135,1,1
1,10,1,1
