trial,k,r,neighbor_mode,min_dense_points,runtime_sec,total_points,coverage_ratio,noise_ratio,n_clusters,effective_ports,largest_cluster_points,largest_cluster_share,mean_cluster_points,median_cluster_points,edge_count,transition_count,score,rss_mb
31,30,3e-05,4,,0.013662299956195056,20014,1.0,0.0,22,12,7763,0.3878784850604577,909.7272727272727,122.5,56,551,0.8715156296040321,314.76171875
32,30,3e-05,8,,0.011780500004533678,20014,1.0,0.0,12,8,8150,0.4072149495353253,1667.8333333333333,239.0,29,315,0.8572808981055394,314.76171875
33,30,5e-05,4,,0.016108600015286356,20014,0.9997501748775857,0.00024982512241433774,20,13,7763,0.38797541106502076,1000.45,186.0,58,584,0.8739685091880226,315.22265625
34,30,5e-05,8,,0.015186300035566092,20014,0.9997501748775857,0.00024982512241433774,11,8,8148,0.4072167524613924,1819.0,263.0,27,325,0.857052291711344,315.2265625
35,30,8e-05,4,,0.01228700001956895,20014,0.9997501748775857,0.00024982512241433774,20,13,7763,0.38797541106502076,1000.45,186.0,58,584,0.8741542774189913,315.23046875
36,30,8e-05,8,,0.015092100016772747,20014,0.9997501748775857,0.00024982512241433774,11,8,8148,0.4072167524613924,1819.0,263.0,27,325,0.8570568622753755,315.23046875
37,30,0.0001,4,,0.012744200008455664,20014,0.9995503147796543,0.0004496852203457191,19,13,7763,0.3880529867533117,1052.8947368421052,215.0,54,557,0.8740664989036008,315.234375
38,30,0.0001,8,,0.013343399972654879,20014,0.9995503147796543,0.0004496852203457191,12,9,8045,0.4021494626343414,1667.0833333333333,239.0,28,320,0.8606971246986407,315.23046875
39,30,0.00015,4,,0.015266000002156943,20014,0.9994004197062056,0.0005995802937943662,18,13,7763,0.3881111888811119,1111.2222222222222,216.5,53,578,0.8738947534931614,315.2578125
40,30,0.00015,8,,0.012371300021186471,20014,0.9994004197062056,0.0005995802937943662,12,9,8045,0.4022097790220978,1666.8333333333333,239.0,28,334,0.8606949664964754,315.26171875
41,30,0.0002,4,,0.013791400007903576,20014,0.9994004197062056,0.0005995802937943662,18,13,7763,0.3881111888811119,1111.2222222222222,216.5,53,578,0.8739663869297832,315.265625
42,30,0.0002,8,,0.016213000053539872,20014,0.9994004197062056,0.0005995802937943662,12,9,8045,0.4022097790220978,1666.8333333333333,239.0,28,334,0.8605082559352049,315.2734375
43,30,0.0003,4,,0.01207360002445057,20014,0.9991505945837913,0.0008494054162087039,19,14,7763,0.38820823123468523,1052.4736842105262,218.0,61,624,0.8766373622641207,315.2734375
44,30,0.0003,8,,0.016429200011771172,20014,0.9991505945837913,0.0008494054162087039,13,10,7992,0.39965994899234886,1538.2307692307693,263.0,35,412,0.8635523593355066,315.2734375
45,30,0.0005,4,,0.016081799985840917,20014,0.9991505945837913,0.0008494054162087039,19,14,7763,0.38820823123468523,1052.4736842105262,218.0,61,624,0.8764424771736364,315.37890625
46,30,0.0005,8,,0.012031099991872907,20014,0.9991505945837913,0.0008494054162087039,13,10,7992,0.39965994899234886,1538.2307692307693,263.0,35,412,0.8637661378792568,315.38671875
47,30,0.001,4,,0.015539599990006536,20014,0.9888577995403218,0.011142200459678175,17,16,7748,0.3914910818048608,1164.1764705882354,229.0,64,688,0.8786245733599658,315.38671875
48,30,0.001,8,,0.012416300014592707,20014,0.9888577995403218,0.011142200459678175,12,11,7966,0.40250618968217877,1649.25,533.5,34,411,0.863227333442158,315.33203125
49,50,5e-06,4,,0.012983999971766025,20014,1.0,0.0,38,20,7748,0.38712900969321473,526.6842105263158,106.0,125,882,0.8933698911608896,314.78125
50,50,5e-06,8,,0.016215500014368445,20014,1.0,0.0,27,15,7966,0.3980213850304787,741.2592592592592,111.0,69,682,0.8773705997916665,314.828125
51,50,1e-05,4,,0.012204999977257103,20014,1.0,0.0,38,20,7748,0.38712900969321473,526.6842105263158,106.0,125,882,0.8934078782831849,314.83984375
52,50,1e-05,8,,0.012305799988098443,20014,1.0,0.0,27,15,7966,0.3980213850304787,741.2592592592592,111.0,69,682,0.8775606270496153,314.83984375
53,50,2e-05,4,,0.013593200012110174,20014,1.0,0.0,38,20,7748,0.38712900969321473,526.6842105263158,106.0,125,882,0.89334022484248,314.83984375
54,50,2e-05,8,,0.01123200001893565,20014,1.0,0.0,27,15,7966,0.3980213850304787,741.2592592592592,111.0,69,682,0.8776130752827228,314.83984375
55,50,3e-05,4,,0.01586949999909848,20014,1.0,0.0,38,20,7748,0.38712900969321473,526.6842105263158,106.0,125,882,0.8932296903324454,314.83984375
56,50,3e-05,8,,0.013456300017423928,20014,1.0,0.0,27,15,7966,0.3980213850304787,741.2592592592592,111.0,69,682,0.8775045558449909,314.83984375
57,50,5e-05,4,,0.02268789999652654,20014,0.9995003497551714,0.0004996502448285645,37,20,7748,0.3873225354929014,540.6486486486486,111.0,121,908,0.8927379233427453,315.4453125
58,50,5e-05,8,,0.08969549997709692,20014,0.9995003497551714,0.0004996502448285645,26,16,7748,0.3873225354929014,769.3846153846154,130.5,70,720,0.8787683887634083,315.45703125
59,50,8e-05,4,,0.059666500019375235,20014,0.9995003497551714,0.0004996502448285645,37,20,7748,0.3873225354929014,540.6486486486486,111.0,121,908,0.891031808948866,315.703125
60,50,8e-05,8,,0.043759299966041,20014,0.9995003497551714,0.0004996502448285645,26,16,7748,0.3873225354929014,769.3846153846154,130.5,70,720,0.8807877757578416,315.703125
61,50,0.0001,4,,0.04879180004354566,20014,0.9992005596082743,0.0007994403917257475,36,20,7748,0.3874387438743874,555.5,115.0,123,910,0.8914228674443502,315.703125
62,50,0.0001,8,,0.03369790001306683,20014,0.9992005596082743,0.0007994403917257475,25,16,7748,0.3874387438743874,799.92,142.0,73,725,0.8811558532720437,315.703125
63,50,0.00015,4,,0.020611600019037724,20014,0.9986009793144799,0.0013990206855201137,36,21,7748,0.3876713699589713,555.1666666666666,126.5,118,947,0.8953241043424981,315.703125
64,50,0.00015,8,,0.019423399993684143,20014,0.9986009793144799,0.0013990206855201137,25,16,7748,0.3876713699589713,799.44,142.0,71,703,0.881636735480124,315.703125
65,50,0.0002,4,,0.025360100029502064,20014,0.998201259118617,0.0017987408813829875,37,21,7748,0.38782660927019724,539.9459459459459,119.0,125,964,0.8949662499207816,315.72265625
66,50,0.0002,8,,0.03399389999685809,20014,0.998201259118617,0.0017987408813829875,25,16,7748,0.38782660927019724,799.12,142.0,71,728,0.8808146082493746,315.765625
67,50,0.0003,4,,0.01384720002533868,20014,0.9976516438493055,0.0023483561506945083,36,21,7748,0.38804026643962536,554.6388888888889,126.5,116,943,0.8953398545685692,315.765625
68,50,0.0003,8,,0.012668800016399473,20014,0.9976516438493055,0.0023483561506945083,25,16,7748,0.38804026643962536,798.68,142.0,67,688,0.8816527728344369,315.765625
69,50,0.0005,4,,0.014500199991744012,20014,0.9961027280903367,0.003897271909663269,37,22,7748,0.38864365971107545,538.8108108108108,134.0,123,932,0.8975979408384546,315.765625
70,50,0.0005,8,,0.01136240002233535,20014,0.9961027280903367,0.003897271909663269,27,16,7748,0.38864365971107545,738.3703703703703,119.0,72,704,0.8812086433938093,315.765625
71,50,0.001,4,,0.012273899978026748,20014,0.9845608074347957,0.015439192565204318,33,22,7748,0.3931996955087541,597.1212121212121,157.0,123,891,0.8939096470842243,315.765625
72,50,0.001,8,,0.01440409995848313,20014,0.9845608074347957,0.015439192565204318,22,15,7748,0.3931996955087541,895.6818181818181,166.5,74,658,0.8745629988206662,315.765625
73,80,5e-06,4,,0.012267999991308898,20014,1.0,0.0,60,22,7748,0.38712900969321473,333.56666666666666,34.5,156,998,0.8989838702792372,315.7890625
74,80,5e-06,8,,0.013755700027104467,20014,1.0,0.0,47,21,7787,0.38907764564804637,425.82978723404256,45.0,130,968,0.89572391904826,315.8125
75,80,1e-05,4,,0.014358500018715858,20014,1.0,0.0,60,22,7748,0.38712900969321473,333.56666666666666,34.5,156,998,0.8988820736960658,315.8125
76,80,1e-05,8,,0.012074699974618852,20014,1.0,0.0,47,21,7787,0.38907764564804637,425.82978723404256,45.0,130,968,0.8958058394085691,315.8125
77,80,2e-05,4,,0.015335399948526174,20014,1.0,0.0,60,22,7748,0.38712900969321473,333.56666666666666,34.5,156,998,0.8988346474138079,315.82421875
78,80,2e-05,8,,0.012456200027372688,20014,1.0,0.0,47,21,7787,0.38907764564804637,425.82978723404256,45.0,130,968,0.8957872238619139,315.82421875
79,80,3e-05,4,,0.011900399986188859,20014,1.0,0.0,60,22,7748,0.38712900969321473,333.56666666666666,34.5,156,998,0.8990018139890612,315.83984375
80,80,3e-05,8,,0.01736569998320192,20014,1.0,0.0,47,21,7787,0.38907764564804637,425.82978723404256,45.0,130,968,0.8955489074623327,315.83984375
81,80,5e-05,4,,0.012442299979738891,20014,0.9995003497551714,0.0004996502448285645,55,22,7748,0.3873225354929014,363.7090909090909,40.0,150,1008,0.8988117489825771,315.84375
82,80,5e-05,8,,0.01502190000610426,20014,0.9995003497551714,0.0004996502448285645,45,21,7748,0.3873225354929014,444.53333333333336,47.0,129,982,0.8958885018234184,315.84765625
83,80,8e-05,4,,0.015696799964644015,20014,0.9995003497551714,0.0004996502448285645,55,22,7748,0.3873225354929014,363.7090909090909,40.0,150,1008,0.8986535076570175,315.84765625
84,80,8e-05,8,,0.013798800006043166,20014,0.9995003497551714,0.0004996502448285645,45,21,7748,0.3873225354929014,444.53333333333336,47.0,129,982,0.8959479316940747,315.84765625
85,80,0.0001,4,,0.011958700022660196,20014,0.9989007694613771,0.0010992305386229306,52,22,7748,0.38755502200880354,384.46153846153845,47.0,147,1012,0.8986389572137484,315.84765625
86,80,0.0001,8,,0.014490300032775849,20014,0.9989007694613771,0.0010992305386229306,43,21,7748,0.38755502200880354,464.93023255813955,56.0,125,985,0.8957179220403563,315.84765625
87,80,0.00015,4,,0.014081000001169741,20014,0.9980013990206855,0.00199860097931448,52,22,7748,0.3879042755582257,384.11538461538464,49.5,146,1036,0.8982408589411186,315.8359375
88,80,0.00015,8,,0.015455399989150465,20014,0.9980013990206855,0.00199860097931448,41,21,7748,0.3879042755582257,487.1707317073171,111.0,122,997,0.8953763869232617,315.84375
89,80,0.0002,4,,0.013340900011826307,20014,0.9976016788248226,0.0023983211751773537,52,22,7748,0.3880597014925373,383.96153846153845,49.5,147,1003,0.8981458544567953,315.82421875
90,80,0.0002,8,,0.01498800003901124,20014,0.9976016788248226,0.0023983211751773537,41,21,7748,0.3880597014925373,486.9756097560976,111.0,122,962,0.8952680461449241,315.828125
91,80,0.0003,4,,0.015671899949666113,20014,0.9965024482861997,0.0034975517138002843,49,22,7748,0.38848776574408345,407.0204081632653,60.0,143,994,0.8976721930861936,315.828125
92,80,0.0003,8,,0.0141476999851875,20014,0.9965024482861997,0.0034975517138002843,39,21,7748,0.38848776574408345,511.38461538461536,119.0,118,955,0.8949484427724116,315.828125
93,80,0.0005,4,,0.013287300011143088,20014,0.993104826621365,0.006895173378634989,50,23,7748,0.3898168645602737,397.52,65.5,144,961,0.8994870622433059,315.80078125
94,80,0.0005,8,,0.016572799999266863,20014,0.993104826621365,0.006895173378634989,41,23,7748,0.3898168645602737,484.780487804878,111.0,126,923,0.8993275843869037,315.76171875
95,80,0.001,4,,0.01337010000133887,20014,0.9810132906965124,0.01898670930348756,39,23,7748,0.3946215748191912,503.43589743589746,129.0,130,905,0.8954992044045196,315.828125
96,80,0.001,8,,0.014672899967990816,20014,0.9810132906965124,0.01898670930348756,33,22,7748,0.3946215748191912,594.969696969697,142.0,116,863,0.8926216099727214,315.828125
97,120,5e-06,4,,0.015254100027959794,20014,1.0,0.0,79,25,7548,0.37713600479664233,253.34177215189874,31.0,195,1204,0.9093298295084038,315.8984375
98,120,5e-06,8,,0.014092299970798194,20014,1.0,0.0,65,25,7548,0.37713600479664233,307.9076923076923,41.0,173,1059,0.9093862515972787,315.62890625
99,120,1e-05,4,,0.016307400015648454,20014,1.0,0.0,79,25,7548,0.37713600479664233,253.34177215189874,31.0,195,1204,0.9092787881477062,315.859375
100,120,1e-05,8,,0.015378799987956882,20014,1.0,0.0,65,25,7548,0.37713600479664233,307.9076923076923,41.0,173,1059,0.9093237812063071,315.859375
101,120,2e-05,4,,0.013584400003310293,20014,1.0,0.0,79,25,7548,0.37713600479664233,253.34177215189874,31.0,195,1204,0.9094109580722627,315.703125
102,120,2e-05,8,,0.015804800030309707,20014,1.0,0.0,65,25,7548,0.37713600479664233,307.9076923076923,41.0,173,1059,0.9093031301964322,315.921875
103,120,3e-05,4,,0.013480599969625473,20014,1.0,0.0,79,25,7548,0.37713600479664233,253.34177215189874,31.0,195,1204,0.9094160104072864,315.6953125
104,120,3e-05,8,,0.01574820000678301,20014,1.0,0.0,65,25,7548,0.37713600479664233,307.9076923076923,41.0,173,1059,0.9093058729721375,315.703125
105,120,5e-05,4,,0.02578590001212433,20014,0.9994004197062056,0.0005995802937943662,72,25,7547,0.3773122687731227,277.80555555555554,36.0,188,1204,0.9086390419807301,316.25390625
106,120,5e-05,8,,0.01281600003130734,20014,0.9994004197062056,0.0005995802937943662,60,25,7547,0.3773122687731227,333.3666666666667,49.0,168,1060,0.9092632356399437,316.32421875
107,120,8e-05,4,,0.014398700033780187,20014,0.9994004197062056,0.0005995802937943662,72,25,7547,0.3773122687731227,277.80555555555554,36.0,188,1204,0.9091862110544469,316.32421875
108,120,8e-05,8,,0.01587250002194196,20014,0.9994004197062056,0.0005995802937943662,60,25,7547,0.3773122687731227,333.3666666666667,49.0,168,1060,0.9091147020609915,316.32421875
109,120,0.0001,4,,0.01426029996946454,20014,0.9988008394124113,0.0011991605875887323,69,25,7547,0.37753876938469233,289.71014492753625,45.0,185,1203,0.908997741724297,316.32421875
110,120,0.0001,8,,0.015942299971356988,20014,0.9988008394124113,0.0011991605875887323,57,25,7547,0.37753876938469233,350.70175438596493,60.0,163,1061,0.9089161253070392,316.32421875
111,120,0.00015,4,,0.013753000006545335,20014,0.9979014689717198,0.0020985310282801706,68,25,7544,0.37772882034848787,293.70588235294116,49.0,179,1218,0.9087595580185414,316.32421875
112,120,0.00015,8,,0.013926099985837936,20014,0.9979014689717198,0.0020985310282801706,55,25,7544,0.37772882034848787,363.1272727272727,62.0,157,1062,0.9087511376991464,316.32421875
113,120,0.0002,4,,0.016323900024872273,20014,0.9977016088737883,0.002298391126211663,67,25,7544,0.37780448717948717,298.02985074626866,49.0,178,1206,0.9085696951651603,316.32421875
114,120,0.0002,8,,0.01349450001725927,20014,0.9977016088737883,0.002298391126211663,55,25,7544,0.37780448717948717,363.05454545454546,62.0,157,1039,0.9087070395219574,316.32421875
115,120,0.0003,4,,0.015329200017731637,20014,0.9957529729189567,0.0042470270810432975,65,25,7544,0.3785438305986251,306.6,50.0,172,1133,0.907982864837082,316.3125
116,120,0.0003,8,,0.017635099997278303,20014,0.9957529729189567,0.0042470270810432975,53,25,7544,0.3785438305986251,376.0188679245283,81.0,154,996,0.907871278373168,316.3125
117,120,0.0005,4,,0.01682820002315566,20014,0.9908064354951533,0.009193564504846652,65,26,7544,0.3804336863338376,305.0769230769231,50.0,174,1185,0.9091600099101061,316.20703125
118,120,0.0005,8,,0.014570400002412498,20014,0.9908064354951533,0.009193564504846652,53,26,7544,0.3804336863338376,374.1509433962264,86.0,152,1035,0.9092694372160562,316.21875
119,120,0.001,4,,0.01770500000566244,20014,0.9703707404816628,0.02962925951833717,51,25,7544,0.38844549714226867,380.80392156862746,87.0,138,997,0.8995420122700792,315.83203125
120,120,0.001,8,,0.012747600034344941,20014,0.9703707404816628,0.02962925951833717,44,26,7544,0.38844549714226867,441.3863636363636,135.0,131,960,0.9026468517067108,315.83203125
121,200,5e-06,4,,0.01634530001319945,20014,1.0,0.0,119,30,5157,0.2576696312581193,168.18487394957984,31.0,288,1490,0.947661952353168,315.94140625
122,200,5e-06,8,,0.014643899980001152,20014,1.0,0.0,97,28,5157,0.2576696312581193,206.3298969072165,32.0,218,1360,0.9418965600298429,315.953125
123,200,1e-05,4,,0.01359819999197498,20014,1.0,0.0,119,30,5157,0.2576696312581193,168.18487394957984,31.0,288,1490,0.9477952852647303,315.953125
124,200,1e-05,8,,0.016700899985153228,20014,1.0,0.0,97,28,5157,0.2576696312581193,206.3298969072165,32.0,218,1360,0.9417968595059523,315.953125
125,200,2e-05,4,,0.013192500045988709,20014,1.0,0.0,119,30,5157,0.2576696312581193,168.18487394957984,31.0,288,1490,0.947815037541269,315.953125
126,200,2e-05,8,,0.01530650001950562,20014,1.0,0.0,97,28,5157,0.2576696312581193,206.3298969072165,32.0,218,1360,0.9418644004292429,315.953125
127,200,3e-05,4,,0.015795799961779267,20014,1.0,0.0,119,30,5157,0.2576696312581193,168.18487394957984,31.0,288,1490,0.9476885651210333,315.95703125
128,200,3e-05,8,,0.014804899983573705,20014,1.0,0.0,97,28,5157,0.2576696312581193,206.3298969072165,32.0,218,1360,0.941888741957483,315.95703125
129,200,5e-05,4,,0.013861300016287714,20014,0.9993004896572399,0.0006995103427600569,109,30,5157,0.25785,183.4862385321101,35.0,276,1456,0.9475715328534863,316.28515625
130,200,5e-05,8,,0.016578599985223264,20014,0.9993004896572399,0.0006995103427600569,88,28,5157,0.25785,227.27272727272728,36.5,209,1336,0.941591824636754,316.18359375
131,200,8e-05,4,,0.014170600043144077,20014,0.9993004896572399,0.0006995103427600569,109,30,5157,0.25785,183.4862385321101,35.0,276,1456,0.947556492418403,316.1875
132,200,8e-05,8,,0.017465799988713115,20014,0.9993004896572399,0.0006995103427600569,88,28,5157,0.25785,227.27272727272728,36.5,209,1336,0.941548937134308,316.1875
133,200,0.0001,4,,0.01538200001232326,20014,0.9987009093634456,0.001299090636554423,104,30,5157,0.25800480288172906,192.19230769230768,38.5,278,1469,0.9473168178432161,316.18359375
134,200,0.0001,8,,0.01338790002046153,20014,0.9987009093634456,0.001299090636554423,83,28,5157,0.25800480288172906,240.81927710843374,45.0,206,1350,0.9415658290009972,316.18359375
135,200,0.00015,4,,0.016819700016640127,20014,0.9976516438493055,0.0023483561506945083,101,29,5157,0.25827615565683376,197.69306930693068,45.0,257,1504,0.9439980630760093,316.2578125
136,200,0.00015,8,,0.015743099967949092,20014,0.9976516438493055,0.0023483561506945083,79,28,5157,0.25827615565683376,252.74683544303798,45.0,195,1376,0.9411348388622616,316.25390625
137,200,0.0002,4,,0.015113400004338473,20014,0.9962526231637854,0.003747376836214622,100,29,5157,0.25863884848788804,199.39,45.0,254,1411,0.9436584239112633,316.25
138,200,0.0002,8,,0.01815429999260232,20014,0.9962526231637854,0.003747376836214622,80,28,5157,0.25863884848788804,249.2375,46.5,194,1278,0.9405959700336626,316.24609375
139,200,0.0003,4,,0.015156299981754273,20014,0.9927051064255021,0.007294893574497863,97,28,5157,0.25956311656935777,204.82474226804123,49.0,243,1403,0.9396692663223084,316.3203125
140,200,0.0003,8,,0.014979700034018606,20014,0.9927051064255021,0.007294893574497863,77,27,5157,0.25956311656935777,258.02597402597405,49.0,180,1272,0.9367795915802758,316.3125
141,200,0.0005,4,,0.01667250000173226,20014,0.9836114719696213,0.016388528030378713,94,28,5157,0.26196281621456874,209.4255319148936,46.0,245,1318,0.9368424642763663,316.33203125
142,200,0.0005,8,,0.01489160000346601,20014,0.9836114719696213,0.016388528030378713,74,27,5157,0.26196281621456874,266.02702702702703,46.0,174,1203,0.9340305193459673,316.33203125
143,200,0.001,4,,0.017040599952451885,20014,0.9568302188468072,0.04316978115319281,75,30,5157,0.2692950391644909,255.33333333333334,71.0,202,1126,0.9345107927147492,316.2265625
144,200,0.001,8,,0.01457890000892803,20014,0.9568302188468072,0.04316978115319281,58,27,5157,0.2692950391644909,330.17241379310343,98.0,147,1033,0.9258839456920057,316.2421875
145,300,5e-06,4,,0.01465610001469031,20014,1.0,0.0,149,29,4774,0.23853302688118316,134.3221476510067,25.0,305,1551,0.9486386316641795,316.3203125
146,300,5e-06,8,,0.015410599997267127,20014,1.0,0.0,122,31,4774,0.23853302688118316,164.04918032786884,30.0,272,1459,0.9515345587401657,316.3359375
147,300,1e-05,4,,0.0141225999686867,20014,1.0,0.0,149,29,4774,0.23853302688118316,134.3221476510067,25.0,305,1551,0.948664555253556,316.3359375
148,300,1e-05,8,,0.014180700003635138,20014,1.0,0.0,122,31,4774,0.23853302688118316,164.04918032786884,30.0,272,1459,0.9515942736483994,316.3359375
149,300,2e-05,4,,0.022634799999650568,20014,1.0,0.0,149,29,4774,0.23853302688118316,134.3221476510067,25.0,305,1551,0.9482541614486368,316.3359375
150,300,2e-05,8,,0.014272499945946038,20014,1.0,0.0,122,31,4774,0.23853302688118316,164.04918032786884,30.0,272,1459,0.9515898115163288,316.3359375
151,300,3e-05,4,,0.015787000011187047,20014,1.0,0.0,149,29,4774,0.23853302688118316,134.3221476510067,25.0,305,1551,0.9485837695315195,316.3359375
152,300,3e-05,8,,0.016843199962750077,20014,1.0,0.0,122,31,4774,0.23853302688118316,164.04918032786884,30.0,272,1459,0.9514651843370954,316.3359375
153,300,5e-05,4,,0.021286499977577478,20014,0.9991505945837913,0.0008494054162087039,141,29,4774,0.23873581037155572,141.82269503546098,28.0,294,1529,0.948065802228368,316.3359375
154,300,5e-05,8,,0.01760890003060922,20014,0.9991505945837913,0.0008494054162087039,115,31,4774,0.23873581037155572,173.88695652173914,31.0,263,1436,0.9511752769596689,316.22265625
155,300,8e-05,4,,0.017188499972689897,20014,0.9991505945837913,0.0008494054162087039,141,29,4774,0.23873581037155572,141.82269503546098,28.0,294,1529,0.9482630412893315,316.22265625
156,300,8e-05,8,,0.016160200000740588,20014,0.9991505945837913,0.0008494054162087039,115,31,4774,0.23873581037155572,173.88695652173914,31.0,263,1436,0.9512453265171134,316.2265625
157,300,0.0001,4,,0.018768400012049824,20014,0.9981512940941341,0.0018487059058659439,137,28,4774,0.23897482104420084,145.8175182481752,29.0,296,1494,0.9449738413234352,316.30078125
158,300,0.0001,8,,0.01768599997740239,20014,0.9981512940941341,0.0018487059058659439,111,30,4774,0.23897482104420084,179.97297297297297,32.0,267,1409,0.9508739272483293,316.30078125
159,300,0.00015,4,,0.014581300027202815,20014,0.9963525532127511,0.0036474467872489313,131,28,4771,0.23925580462363974,152.22137404580153,31.0,282,1505,0.9446705041494259,316.30078125
160,300,0.00015,8,,0.01729929994326085,20014,0.9963525532127511,0.0036474467872489313,107,30,4771,0.23925580462363974,186.3644859813084,37.0,252,1411,0.9503867212176512,316.30078125
161,300,0.0002,4,,0.01625460002105683,20014,0.9939542320375737,0.006045767962426285,126,28,4771,0.23983310712310862,157.88095238095238,31.5,263,1418,0.9438743197250422,316.3046875
