trial,k,r,neighbor_mode,min_dense_points,runtime_sec,total_points,coverage_ratio,noise_ratio,n_clusters,effective_ports,largest_cluster_points,largest_cluster_share,mean_cluster_points,median_cluster_points,edge_count,transition_count,score,rss_mb
170,500,5e-06,8,,0.018421899992972612,35881,1.0,0.0,297,55,3109,0.08664752933307321,120.8114478114478,17.0,798,4518,0.9817660605193252,357.0234375
169,500,5e-06,4,,0.01864319999003783,35881,1.0,0.0,355,63,3109,0.08664752933307321,101.07323943661972,15.0,939,4925,0.9817553945190053,357.1640625
194,800,5e-06,8,,0.01884289999725297,35881,1.0,0.0,387,63,3109,0.08664752933307321,92.7157622739018,16.0,1030,5193,0.9817457735509824,357.1484375
171,500,1e-05,4,,0.01999739999882877,35881,1.0,0.0,355,63,3109,0.08664752933307321,101.07323943661972,15.0,939,4925,0.981690226928839,357.03515625
220,1000,1e-05,8,,0.02351579995593056,35881,1.0,0.0,449,70,3080,0.08583930213762159,79.91314031180401,14.0,1180,5425,0.9816833639523561,357.30859375
174,500,2e-05,8,,0.02097199996933341,35881,1.0,0.0,297,55,3109,0.08664752933307321,120.8114478114478,17.0,798,4518,0.9816434336473994,357.05078125
199,800,3e-05,4,,0.018576700007542968,35881,0.9975195786070622,0.002480421392937804,427,70,3015,0.08423670093875726,83.82201405152225,18.0,1183,5570,0.9816206594635,357.35546875
196,800,1e-05,8,,0.021725200000219047,35881,1.0,0.0,387,63,3109,0.08664752933307321,92.7157622739018,16.0,1030,5193,0.9816073315530647,357.1484375
172,500,1e-05,8,,0.021728399966377765,35881,1.0,0.0,297,55,3109,0.08664752933307321,120.8114478114478,17.0,798,4518,0.981607178287066,357.03515625
198,800,2e-05,8,,0.022128899989183992,35881,1.0,0.0,387,63,3109,0.08664752933307321,92.7157622739018,16.0,1030,5193,0.9815880034617384,357.15234375
201,800,5e-05,4,,0.020685199997387826,35881,0.9975195786070622,0.002480421392937804,427,70,3015,0.08423670093875726,83.82201405152225,18.0,1183,5570,0.981519254770953,356.6015625
175,500,3e-05,4,,0.017279700026847422,35881,0.9982163261893481,0.00178367381065192,329,65,3109,0.08680235642292766,108.86626139817629,18.0,908,4911,0.9813443010694985,357.19921875
177,500,5e-05,4,,0.017442099982872605,35881,0.9982163261893481,0.00178367381065192,329,65,3109,0.08680235642292766,108.86626139817629,18.0,908,4911,0.981336455836806,356.35546875
178,500,5e-05,8,,0.01778980001108721,35881,0.9982163261893481,0.00178367381065192,271,54,3109,0.08680235642292766,132.16605166051662,19.0,731,4465,0.9813196675286578,356.37890625
176,500,3e-05,8,,0.02088310004910454,35881,0.9982163261893481,0.00178367381065192,271,54,3109,0.08680235642292766,132.16605166051662,19.0,731,4465,0.9811708144084514,357.21484375
224,1000,3e-05,8,,0.01877189998049289,35881,0.9971015300576908,0.0028984699423092453,419,72,3080,0.08608882801800039,85.38663484486874,18.0,1138,5334,0.981136316471497,357.24609375
252,1400,8e-05,8,,0.01959999999962747,35881,0.9897160056854603,0.010283994314539746,476,72,2727,0.0767909439062852,74.60504201680672,20.0,1217,5464,0.9811096514004242,356.8203125
202,800,5e-05,8,,0.018363399954978377,35881,0.9975195786070622,0.002480421392937804,358,62,3109,0.08686298614215467,99.97765363128492,18.0,983,5213,0.9811056841114368,357.14453125
200,800,3e-05,8,,0.01883850002195686,35881,0.9975195786070622,0.002480421392937804,358,62,3109,0.08686298614215467,99.97765363128492,18.0,983,5213,0.9810827887783654,357.30859375
