source_port,target_port,transition_count,unique_vessels
2,3,30,8
3,2,29,10
0,3,25,9
3,0,25,9
5,1,21,3
1,5,21,3
6,1,15,8
1,6,13,7
3,7,4,1
7,3,4,1
0,2,1,1
2,0,1,1
0,9,1,1
9,11,1,1
11,9,1,1
