trial,k,r,neighbor_mode,min_dense_points,runtime_sec,total_points,coverage_ratio,noise_ratio,n_clusters,effective_ports,largest_cluster_points,largest_cluster_share,mean_cluster_points,median_cluster_points,edge_count,transition_count,score,rss_mb
1,20,5e-06,4,,2.35081919998629,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.803465133098029,258.953125
2,20,5e-06,8,,0.021435000002384186,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.83749414975134,259.1640625
3,20,1e-05,4,,0.04018599999835715,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.83661173512372,259.17578125
4,20,1e-05,8,,0.021082899998873472,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8375110294346957,259.1875
5,20,2e-05,4,,0.020660200039856136,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8375313090646842,259.1875
6,20,2e-05,8,,0.031410700001288205,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370207031353255,259.1875
7,20,3e-05,4,,0.02265240001725033,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8374358771333311,259.19140625
8,20,3e-05,8,,0.023253299994394183,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8374071652952604,259.19140625
9,20,5e-05,4,,0.0321064000017941,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8369880266073663,259.19921875
10,20,5e-05,8,,0.022249800036661327,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8374551328052502,259.19921875
11,20,8e-05,4,,0.03317070001503453,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.836938122358934,259.19921875
12,20,8e-05,8,,0.02402000001166016,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8373705802257448,259.19921875
13,20,0.0001,4,,0.03167799999937415,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370081430335679,259.19921875
14,20,0.0001,8,,0.03570040001068264,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8368199181886249,259.203125
15,20,0.00015,4,,0.030764900031499565,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370510753716747,259.203125
16,20,0.00015,8,,0.030230899981688708,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370762183724546,259.203125
17,20,0.0002,4,,0.12187469995114952,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.833111665927254,259.203125
18,20,0.0002,8,,0.030027200002223253,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370858163056903,259.203125
19,20,0.0003,4,,0.028289000038057566,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8371678714583188,259.203125
20,20,0.0003,8,,0.030023599974811077,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370859859658781,259.203125
21,20,0.0005,4,,0.026473600009921938,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8372538676794865,259.2109375
22,20,0.0005,8,,0.036375699972268194,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8367884613290313,259.2109375
23,20,0.001,4,,0.024031899985857308,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8373700128195155,259.21484375
24,20,0.001,8,,0.026593999995384365,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.837248154867478,259.21484375
25,30,5e-06,4,,0.03315949998795986,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8369386469847069,259.21484375
26,30,5e-06,8,,0.021975599986035377,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8374682560120823,259.21484375
27,30,1e-05,4,,0.03134799998952076,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8370236502753017,259.21484375
28,30,1e-05,8,,0.04183270002249628,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8365357592842394,259.21875
29,30,2e-05,4,,0.026536000019405037,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8372509067184575,259.21875
30,30,2e-05,8,,0.02823029999854043,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8371706473518855,259.23046875
31,30,3e-05,4,,0.043977799999993294,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8364371476185815,259.23046875
32,30,3e-05,8,,0.026760999986436218,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8372402331679355,259.234375
33,30,5e-05,4,,0.03408690000651404,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.836895244689683,259.234375
34,30,5e-05,8,,0.029190899978857487,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8371252608989757,259.2421875
35,30,8e-05,4,,0.02519050001865253,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8373148323385002,259.2421875
36,30,8e-05,8,,0.03892359999008477,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8366701431293191,259.2421875
37,30,0.0001,4,,0.02382709999801591,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8373797797888531,259.2421875
38,30,0.0001,8,,0.0578467000159435,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8358092367181478,259.2421875
39,30,0.00015,4,,0.04313369997544214,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8364759030590819,259.2421875
40,30,0.00015,8,,0.04878790001384914,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8362174905522123,259.2421875
41,30,0.0002,4,,0.037405300012324005,342,1.0,0.0,6,1,142,0.4152046783625731,57.0,47.5,1,1,0.8367405792641032,259.24609375
