MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
507027,507027_0,0,0,-76.29084,36.79808,0.002
507027,507027_0,1,5,-76.24448,37.00665,0.002
507027,507027_0,2,23,-76.25505,37.00642,0.002
507027,507027_0,3,45,-76.24467,37.00651,0.002
737255,737255_0,0,0,-80.1839,26.08583,0.002
737255,737255_0,1,12,-80.18391,26.08584,0.002
1056261,1056261_0,0,0,-80.14833,26.11814,0.002
1056261,1056261_0,1,68,-80.14812,26.11824,0.002
36949428,36949428_0,0,0,-76.57478,39.20139,0.002
36949428,36949428_0,1,22,-76.57477,39.20138,0.002
155017179,155017179_0,0,0,-80.23041,25.73066,0.002
155017179,155017179_0,1,37,-80.23041,25.73067,0.002
205670000,205670000_0,0,0,-79.70716,24.55937,0.002
205670000,205670000_0,1,1,-79.7831,24.52373,0.002
205670000,205670000_0,2,4,-79.65068,24.58882,0.002
205670000,205670000_0,3,9,-79.90988,24.4634,0.002
205670000,205670000_0,4,11,-79.85804,24.48871,0.002
207832820,207832820_0,0,0,-80.14134,25.77176,0.002
207832820,207832820_0,1,4,-80.15478,25.77973,0.002
207832820,207832820_0,2,40,-80.14134,25.77177,0.002
209513000,209513000_0,0,0,-82.42864,27.92401,0.002
209513000,209513000_0,1,21,-80.12005,26.09401,0.002
209513000,209513000_0,2,26,-81.85114,24.33231,0.002
209513000,209513000_0,3,28,-82.01882,24.3239,0.002
209513000,209513000_0,4,29,-82.42863,27.92401,0.002
209513000,209513000_0,5,30,-80.12005,26.09401,0.002
209513000,209513000_0,6,32,-82.44738,27.92832,0.002
209513000,209513000_0,7,33,-82.44728,27.92234,0.002
209513000,209513000_0,8,35,-82.44336,27.94371,0.002
209513000,209513000_0,9,36,-82.43997,27.90784,0.002
209513000,209513000_0,10,37,-82.44551,27.91825,0.002
209513000,209513000_0,11,38,-82.42715,27.91512,0.002
209513000,209513000_0,12,39,-82.4282,27.91056,0.002
209513000,209513000_0,13,41,-82.44311,27.94585,0.002
209513000,209513000_0,14,43,-82.44208,27.95362,0.002
209830000,209830000_0,0,0,-75.3905,34.96793,0.002
209830000,209830000_0,1,2,-75.32577,35.01645,0.002
209830000,209830000_0,2,3,-75.45578,34.92225,0.002
209830000,209830000_0,3,5,-80.16207,25.76675,0.002
209830000,209830000_0,4,7,-81.13232,32.11893,0.002
209830000,209830000_0,5,8,-74.01122,40.68478,0.002
209830000,209830000_0,6,9,-75.58462,34.82922,0.002
209830000,209830000_0,7,14,-81.13237,32.11898,0.002
209830000,209830000_0,8,19,-80.16182,25.76672,0.002
209830000,209830000_0,9,22,-75.3391,39.85068,0.002
209862000,209862000_0,0,0,-80.11573,26.06683,0.002
209862000,209862000_0,1,7,-80.11572,26.06681,0.002
210057000,210057000_0,0,0,-80.11388,26.08683,0.002
210057000,210057000_0,1,1,-77.58338,25.50071,0.002
210057000,210057000_0,2,2,-80.01346,26.10154,0.002
210057000,210057000_0,3,6,-80.00207,26.08093,0.002
210057000,210057000_0,4,7,-78.10374,25.80461,0.002
210057000,210057000_0,5,8,-80.1121,26.09385,0.002
210057000,210057000_0,6,9,-80.08844,26.09395,0.002
210057000,210057000_0,7,11,-80.07,26.10091,0.002
210057000,210057000_0,8,12,-80.05723,26.10021,0.002
210057000,210057000_0,9,14,-80.03173,26.08375,0.002
210057000,210057000_0,10,16,-80.01556,26.10467,0.002
210057000,210057000_0,11,18,-79.84399,26.09883,0.002
210057000,210057000_0,12,19,-80.11537,26.07093,0.002
