source_port,target_port,transition_count,unique_vessels
19,71,333,97
71,19,314,87
58,51,261,88
51,58,259,83
51,175,194,83
175,51,188,72
89,58,181,64
58,89,175,58
51,89,167,60
89,51,149,57
42,51,113,42
51,42,89,38
175,58,81,36
71,184,79,28
184,71,71,28
58,175,70,32
19,38,68,27
38,19,67,27
97,85,62,26
19,51,60,26
89,175,59,30
85,97,58,27
175,89,56,30
211,58,52,19
51,19,50,23
31,19,49,20
19,554,49,18
58,211,49,22
19,166,48,19
554,19,48,17
344,19,47,11
19,344,47,12
89,19,44,19
51,39,43,20
166,19,43,21
97,42,42,17
19,58,42,17
19,89,42,16
19,395,42,17
19,31,41,16
42,97,40,15
58,19,39,20
211,51,38,24
89,438,37,14
19,55,37,16
395,19,36,16
19,220,36,18
220,19,36,18
51,97,36,15
39,51,35,17
39,42,34,16
51,211,33,21
97,51,32,13
19,124,32,20
42,39,32,16
438,89,31,14
51,662,31,18
55,19,30,16
51,441,30,14
58,124,29,11
662,51,29,16
395,384,28,14
292,36,28,10
124,19,28,18
175,42,28,13
89,211,27,14
213,472,27,3
472,213,27,3
124,89,27,17
520,97,27,9
42,89,27,10
36,292,27,7
51,392,27,12
581,1382,26,5
441,51,26,15
89,124,26,15
97,520,26,9
223,71,26,14
101,19,26,11
171,19,26,14
71,223,26,18
392,51,26,9
85,997,26,6
21,152,25,8
443,97,25,7
97,443,25,7
42,175,25,11
1382,581,25,4
161,1569,25,6
152,21,25,8
97,39,24,11
384,395,24,12
58,42,24,12
89,42,24,8
997,85,24,6
64,19,23,7
124,58,23,9
21,19,23,6
211,89,23,11
51,825,22,6
143,58,22,10
19,101,22,9
184,223,22,11
42,58,22,9
89,57,21,6
58,143,21,11
143,570,21,8
686,19,21,9
19,64,21,7
568,51,21,8
825,51,20,6
609,31,20,5
223,184,20,11
551,89,20,8
184,19,20,13
89,217,20,6
55,38,20,8
57,89,20,5
39,97,20,10
19,92,20,14
1569,161,20,7
19,186,20,9
58,217,19,11
570,143,19,6
19,24,19,5
89,171,19,10
384,55,19,7
51,568,19,9
26,1066,19,12
92,19,19,15
19,21,19,6
1672,71,19,8
55,384,19,6
19,184,18,10
186,19,18,10
89,551,18,7
171,124,18,13
31,609,18,5
422,58,18,11
38,55,18,9
71,1672,18,8
15,19,18,13
217,89,18,5
38,220,17,11
35,384,17,9
58,384,17,5
1066,26,17,11
99,152,17,7
51,217,17,9
19,152,17,6
19,686,17,7
19,171,17,10
724,1893,16,2
19,384,16,11
384,124,16,5
24,19,16,5
718,55,16,6
89,395,16,7
124,171,16,13
116,19,16,9
91,58,16,10
124,384,16,5
19,718,16,7
395,89,16,8
441,175,16,13
1893,724,16,2
384,19,16,10
51,57,16,6
606,36,15,12
81,71,15,11
395,184,15,7
217,51,15,7
220,38,15,11
570,58,15,10
217,19,15,7
71,81,15,10
384,35,15,10
51,774,15,5
175,441,15,14
19,116,15,9
116,554,15,9
774,51,15,5
175,211,15,11
171,89,15,9
166,554,15,12
51,266,15,14
158,19,15,4
54,55,14,6
70,97,14,6
71,124,14,7
570,32,14,7
662,175,14,10
187,26,14,5
58,662,14,6
19,158,14,5
820,5,14,4
934,34,14,10
292,19,14,11
272,26,14,4
662,229,14,12
184,58,14,7
85,1236,14,5
136,19,14,6
152,19,14,6
554,166,14,11
51,26,14,3
26,272,14,4
19,308,14,10
217,58,14,7
384,58,14,4
51,367,13,3
51,364,13,5
26,51,13,3
554,116,13,9
5,820,13,3
19,292,13,9
759,19,13,2
171,51,13,7
2251,26,13,3
184,395,13,6
34,934,13,10
89,441,13,9
97,70,13,5
32,570,13,7
124,71,13,10
105,5,13,4
26,2251,13,3
19,136,13,5
58,184,13,6
38,384,13,7
662,58,13,8
55,718,13,5
71,51,13,8
441,89,13,9
317,384,13,4
26,187,12,4
51,71,12,8
384,317,12,3
550,19,12,8
152,99,12,4
718,19,12,6
26,72,12,2
1587,19,12,9
2163,76,12,5
568,39,12,5
568,42,12,8
679,168,12,3
1003,440,12,6
19,52,12,5
31,193,12,6
470,686,12,2
72,26,12,2
1236,85,12,5
58,422,12,11
76,2163,12,5
57,19,12,7
55,54,12,5
19,759,12,2
193,31,12,8
210,71,12,6
367,51,11,3
364,51,11,5
1556,5,11,4
5,105,11,3
2366,19,11,3
211,441,11,9
384,38,11,5
5,1556,11,4
58,441,11,8
42,85,11,5
199,12,11,4
42,568,11,8
1670,5,11,2
184,51,11,5
58,91,11,6
686,89,11,6
51,907,11,3
36,606,11,8
686,470,11,2
175,662,11,9
308,19,11,8
71,158,11,4
19,36,11,8
31,38,11,2
113,85,11,4
161,19,11,5
89,662,11,6
89,686,11,7
19,15,11,7
557,19,11,7
19,557,11,8
19,550,11,6
36,19,11,8
26,1743,11,2
907,51,11,3
5,1670,11,2
864,39,11,9
1333,76,10,6
395,71,10,7
58,38,10,5
1743,26,10,2
686,124,10,4
58,570,10,9
223,19,10,6
422,51,10,9
19,2366,10,2
632,1140,10,3
184,1672,10,5
58,4,10,6
124,51,10,6
32,143,10,10
161,306,10,3
229,51,10,10
26,253,10,4
76,1333,10,5
71,395,10,8
15,1248,10,8
441,211,10,9
229,662,10,8
85,1984,10,1
686,1015,10,2
557,294,10,8
97,1507,10,1
266,51,10,9
19,315,10,4
168,679,10,3
51,1164,10,6
1393,19,10,1
1507,97,10,1
384,71,10,8
384,1393,10,3
26,1726,10,1
51,171,10,5
1566,161,10,4
124,686,10,5
253,26,10,4
19,175,10,6
4,686,10,10
211,662,10,10
5,1342,10,4
123,97,10,3
51,395,10,6
211,175,10,9
39,1164,9,5
58,1793,9,2
384,89,9,5
51,124,9,6
143,32,9,8
51,20,9,6
152,737,9,2
19,217,9,5
5,84,9,3
242,89,9,4
161,1566,9,3
19,161,9,4
19,57,9,4
106,12,9,5
31,751,9,4
536,51,9,4
153,5,9,3
36,31,9,3
158,71,9,4
1025,55,9,6
1015,686,9,3
229,58,9,7
26,38,9,4
26,30,9,3
19,294,9,5
89,179,9,5
55,1025,9,6
662,211,9,9
1726,26,9,1
42,211,9,6
58,127,9,7
57,51,9,3
19,1587,9,7
52,19,9,4
19,1549,9,3
217,71,9,2
210,184,9,5
217,175,9,4
1672,184,9,5
51,1190,9,5
51,686,9,6
42,520,9,4
184,210,9,6
395,55,9,3
395,51,9,6
51,655,9,3
51,422,9,8
686,4,9,8
179,89,9,7
1190,51,9,5
76,5,9,6
441,58,9,7
440,1003,9,5
306,161,9,3
85,42,9,4
81,184,9,7
38,31,9,3
85,51,9,5
51,536,8,3
19,724,8,1
51,1522,8,3
51,1013,8,4
1522,51,8,3
5,76,8,5
5,153,8,3
55,228,8,2
57,179,8,8
71,58,8,4
39,568,8,3
12,1559,8,3
58,223,8,5
20,51,8,4
655,51,8,3
58,71,8,5
179,57,8,8
395,88,8,8
12,199,8,4
12,106,8,4
211,42,8,5
217,171,8,5
201,474,8,1
1927,42,8,2
171,58,8,4
1164,39,8,5
38,51,8,3
76,498,8,3
76,464,8,2
15,116,8,7
71,186,8,6
71,228,8,5
426,19,8,2
1164,51,8,6
1140,632,8,2
89,242,8,4
19,426,8,2
89,127,8,6
686,395,8,4
175,19,8,7
38,26,8,3
97,123,8,2
1013,51,8,3
34,264,8,4
294,19,8,4
474,201,8,1
26,34,8,4
724,19,8,1
115,780,8,3
161,961,8,7
2501,42,8,2
264,34,8,4
737,152,8,1
1982,1042,8,2
464,76,8,2
276,218,8,3
97,1164,8,1
2468,2117,8,3
19,223,8,4
136,127,8,6
26,1766,8,3
127,89,8,6
780,115,8,4
864,51,8,4
127,58,8,6
31,36,8,3
127,136,8,5
246,51,8,7
148,161,8,3
51,188,8,6
384,407,8,4
392,39,8,3
4,58,8,4
19,1393,7,1
143,51,7,5
1549,19,7,2
51,122,7,2
5,115,7,2
1602,212,7,4
42,1927,7,1
124,184,7,5
217,57,7,6
31,292,7,4
31,308,7,5
1471,1590,7,2
760,18,7,2
51,864,7,4
152,315,7,3
212,1489,7,2
5,955,7,5
51,647,7,4
136,89,7,7
26,2357,7,2
152,2034,7,2
579,344,7,1
934,384,7,2
31,1931,7,6
662,19,7,3
2269,152,7,2
184,89,7,6
186,71,7,6
766,12,7,3
152,2138,7,2
58,57,7,6
1706,26,7,4
161,58,7,3
58,171,7,6
12,455,7,3
161,51,7,3
57,71,7,3
357,31,7,2
184,217,7,6
19,81,7,4
115,5,7,2
97,864,7,6
944,171,7,6
42,113,7,4
217,395,7,7
662,89,7,4
2357,26,7,2
104,2270,7,2
26,1829,7,3
30,26,7,3
26,3000,7,1
520,42,7,3
89,71,7,7
686,93,7,3
175,171,7,3
223,57,7,4
686,58,7,6
1931,31,7,7
34,1196,7,3
223,58,7,4
1042,1982,7,1
1042,357,7,3
89,422,7,5
91,51,7,4
228,55,7,2
71,171,7,5
71,217,7,2
1829,26,7,3
42,2501,7,2
85,113,7,3
384,1025,7,1
51,229,7,7
1590,2427,7,2
71,210,7,5
19,537,7,5
308,15,7,7
71,64,7,2
38,171,7,4
1164,137,7,4
3000,26,7,1
84,5,7,3
171,38,7,4
1867,50,7,3
81,19,7,5
2427,93,7,1
1956,31,7,3
1025,384,7,1
34,162,7,1
97,235,7,5
220,92,7,5
1984,85,7,1
58,228,7,2
422,89,7,3
407,384,7,5
58,229,7,5
1342,5,7,4
737,19,7,2
464,84,7,3
91,179,7,7
455,12,7,3
162,34,7,1
163,606,7,7
161,428,7,6
51,1927,6,2
217,184,6,3
51,2202,6,1
42,1164,6,4
1489,212,6,2
395,58,6,5
1654,5,6,1
127,71,6,4
824,1807,6,6
5,1333,6,2
864,85,6,3
124,175,6,4
213,306,6,6
751,31,6,4
57,58,6,5
752,19,6,5
752,308,6,6
2118,104,6,1
12,766,6,3
12,1090,6,3
395,217,6,6
184,171,6,5
18,1117,6,1
31,1657,6,1
2014,152,6,2
2270,104,6,2
155,19,6,3
122,51,6,2
504,26,6,1
498,76,6,2
19,108,6,3
1657,31,6,1
1450,76,6,3
116,15,6,6
938,1549,6,2
113,42,6,5
31,606,6,5
55,89,6,2
54,979,6,5
118,51,6,1
1393,384,6,2
55,35,6,3
42,422,6,3
57,217,6,4
57,171,6,5
26,1926,6,2
31,26,6,2
124,220,6,5
26,1706,6,3
247,1217,6,3
50,54,6,2
26,1504,6,2
537,19,6,6
51,38,6,3
51,419,6,6
51,118,6,1
51,4,6,4
51,91,6,3
537,1349,6,6
1551,1264,6,2
124,1019,6,1
787,1867,6,5
26,1738,6,3
384,51,6,4
39,392,6,3
39,864,6,5
1766,26,6,2
93,1590,6,1
93,686,6,3
64,71,6,4
92,220,6,5
737,21,6,1
97,448,6,1
1003,1556,6,3
34,484,6,2
58,568,6,5
675,2366,6,3
694,44,6,1
228,58,6,2
294,557,6,5
448,97,6,1
19,4,6,5
292,606,6,5
18,760,6,2
223,124,6,3
91,89,6,6
542,1855,6,1
229,89,6,5
89,384,6,3
562,34,6,1
19,662,6,4
1090,12,6,3
89,1672,6,4
2427,1590,6,2
58,161,6,3
2645,1547,6,2
419,229,6,6
2265,1232,6,1
315,19,6,2
71,57,6,2
71,136,6,5
85,177,6,4
1248,15,6,6
89,85,6,3
1103,97,6,1
1106,51,6,3
89,91,6,6
171,384,6,3
171,217,6,4
38,124,6,4
1196,34,6,3
71,89,6,6
71,384,6,4
2597,26,6,1
1807,15,6,6
438,146,6,1
435,58,6,5
18,152,6,3
438,609,6,1
88,171,6,4
2202,51,6,1
171,944,6,6
38,89,6,5
76,1156,6,1
1181,161,6,3
384,54,6,2
175,136,6,2
1164,42,6,4
1164,97,6,1
1590,1471,6,1
51,384,6,5
1556,1003,6,3
392,58,6,1
50,1867,6,3
211,55,6,3
51,132,6,2
5,1654,6,1
384,934,6,1
384,220,6,2
