MMSI,trajectory_id,feature_order,feature_idx_in_traj,LON,LAT,gamma
255806123,255806123_0,0,0,-68.08933,43.45205,0.0001
255806123,255806123_0,1,1,-70.25698,43.64747,0.0001
255806123,255806123_0,2,2,-67.89905,43.43399,0.0001
255806123,255806123_0,3,3,-67.91384,43.43507,0.0001
255806123,255806123_0,4,4,-67.79005,43.42569,0.0001
255806123,255806123_0,5,5,-67.88317,43.43238,0.0001
255806123,255806123_0,6,7,-68.03432,43.4454,0.0001
255806123,255806123_0,7,8,-67.96164,43.43883,0.0001
255806123,255806123_0,8,9,-67.96962,43.43964,0.0001
255806123,255806123_0,9,10,-67.69126,43.41912,0.0001
255806123,255806123_0,10,11,-67.779,43.42475,0.0001
305411000,305411000_0,0,0,-70.25692,43.64743,0.0001
305411000,305411000_0,1,27,-70.25705,43.64745,0.0001
316028326,316028326_0,0,0,-68.43782,43.91448,0.0001
316028326,316028326_0,1,1,-68.26783,43.90671,0.0001
316028326,316028326_0,2,2,-68.28082,43.90735,0.0001
316028326,316028326_0,3,3,-68.24197,43.90567,0.0001
316028326,316028326_0,4,4,-67.99996,43.91633,0.0001
316028326,316028326_0,5,5,-68.1693,43.90338,0.0001
316028326,316028326_0,6,6,-68.19734,43.9044,0.0001
316028326,316028326_0,7,7,-68.18042,43.90373,0.0001
316028326,316028326_0,8,8,-68.23607,43.9055,0.0001
319160000,319160000_0,0,0,-68.32082,44.27428,0.0001
319160000,319160000_0,1,26,-68.32082,44.27427,0.0001
338075892,338075892_0,0,0,-70.25302,43.6532,0.0001
338075892,338075892_0,1,22,-70.25329,43.65313,0.0001
338075892,338075892_0,2,30,-70.25284,43.6532,0.0001
338075892,338075892_0,3,37,-70.2532,43.65321,0.0001
338075892,338075892_0,4,41,-70.25293,43.65316,0.0001
338075892,338075892_0,5,72,-70.25303,43.65318,0.0001
338205116,338205116_0,0,0,-68.50887,43.99662,0.0001
338205116,338205116_0,1,1,-68.67353,44.14857,0.0001
338205116,338205116_0,2,2,-68.67823,44.14896,0.0001
338205116,338205116_0,3,3,-68.66849,44.15192,0.0001
338205116,338205116_0,4,4,-68.412,43.79894,0.0001
338205116,338205116_0,5,5,-68.6736,44.14855,0.0001
338205116,338205116_0,6,6,-68.66864,44.15193,0.0001
338205116,338205116_0,7,7,-68.56651,44.07155,0.0001
338205116,338205116_0,8,8,-68.62839,44.11338,0.0001
338205116,338205116_0,9,9,-68.5568,44.06444,0.0001
338247438,338247438_0,0,0,-70.0879,43.08849,0.0001
338247438,338247438_0,1,1,-70.07761,43.07904,0.0001
338247438,338247438_0,2,2,-70.07576,43.08032,0.0001
338247438,338247438_0,3,3,-70.08552,43.06761,0.0001
338247438,338247438_0,4,4,-70.08236,43.0619,0.0001
338247438,338247438_0,5,5,-70.08504,43.05698,0.0001
338247438,338247438_0,6,6,-70.11172,43.04387,0.0001
338247438,338247438_0,7,7,-70.11832,43.03936,0.0001
338247438,338247438_0,8,8,-70.08951,43.08727,0.0001
357213000,357213000_0,0,0,-68.89625,44.4506,0.0001
357213000,357213000_0,1,7,-68.91578,44.42268,0.0001
357213000,357213000_0,2,8,-68.91608,44.42243,0.0001
357213000,357213000_0,3,9,-68.91603,44.42233,0.0001
357213000,357213000_0,4,11,-68.89623,44.45058,0.0001
357213000,357213000_0,5,13,-68.95278,44.3059,0.0001
357213000,357213000_0,6,14,-68.94267,44.32605,0.0001
357213000,357213000_0,7,15,-69.00828,44.03545,0.0001
357213000,357213000_0,8,16,-68.87295,43.9273,0.0001
357213000,357213000_0,9,17,-69.0086,44.15637,0.0001
357213000,357213000_0,10,18,-69.00867,44.16077,0.0001
357213000,357213000_0,11,19,-69.009,44.11407,0.0001
357213000,357213000_0,12,20,-69.00885,44.07532,0.0001
357213000,357213000_0,13,21,-68.93258,44.35647,0.0001
357213000,357213000_0,14,22,-68.89622,44.45057,0.0001
357213000,357213000_0,15,23,-68.95977,44.29342,0.0001
357213000,357213000_0,16,24,-68.95753,44.29737,0.0001
357213000,357213000_0,17,26,-69.00017,44.22333,0.0001
366909530,366909530_0,0,0,-70.24794,43.65765,0.0001
366909530,366909530_0,1,41,-70.24806,43.65762,0.0001
366909530,366909530_0,2,73,-70.24792,43.65765,0.0001
366950450,366950450_0,0,0,-70.17993,43.68386,0.0001
366950450,366950450_0,1,1,-70.17698,43.68664,0.0001
366950450,366950450_0,2,2,-70.11284,43.69508,0.0001
366950450,366950450_0,3,3,-70.117,43.69605,0.0001
366950450,366950450_0,4,4,-70.13476,43.71182,0.0001
366950450,366950450_0,5,5,-70.15985,43.6985,0.0001
366950450,366950450_0,6,7,-70.17264,43.68993,0.0001
366950450,366950450_0,7,8,-70.21004,43.66236,0.0001
366950450,366950450_0,8,11,-70.24822,43.65644,0.0001
366950450,366950450_0,9,13,-70.18368,43.68049,0.0001
366950450,366950450_0,10,14,-70.19618,43.67112,0.0001
